,fonte (v),Corrente (miliA),Tensão (v),Menor dígito,Corrente (A),Incerteza de cal de Tensão,Incerteza de ltr de Tensão,Incerteza de Tensão,Incerteza de cal de Corrente,Incerteza de ltr de Corrente,Incerteza de Corrente,Resistencia (ohms)
29,4.5,1.53,-1.382,1.0,15.3,-0.0023359591891412256,0.0002886751345948129,0.00040824829046386303,0.06166100874945204,0.2886751345948129,0.4082482904638631,-0.09032679738562091
30,5.0,1.54,-1.567,1.0,15.4,-0.002656388588541468,0.0002886751345948129,0.00040824829046386303,0.06200741891096582,0.2886751345948129,0.4082482904638631,-0.10175324675324675
31,5.5,1.55,-1.73,1.0,15.5,-0.0029387128701751954,0.0002886751345948129,0.00040824829046386303,0.062353829072479584,0.2886751345948129,0.4082482904638631,-0.11161290322580646
32,6.0,1.56,-1.873,1.0,15.600000000000001,-0.0031863961356575444,0.0002886751345948129,0.00040824829046386303,0.06270023923399337,0.2886751345948129,0.4082482904638631,-0.12006410256410255
33,6.5,1.57,-2.045,1.0,15.700000000000001,-0.0034843088745593912,0.0002886751345948129,0.00040824829046386303,0.06304664939550714,0.2886751345948129,0.4082482904638631,-0.1302547770700637
34,7.0,1.58,-2.186,1.0,15.8,-0.003728528038426603,0.0002886751345948129,0.00040824829046386303,0.06339305955702092,0.2886751345948129,0.4082482904638631,-0.13835443037974682
35,7.5,1.59,-2.332,1.0,15.9,-0.003981407456331659,0.0002886751345948129,0.00040824829046386303,0.06373946971853468,0.2886751345948129,0.4082482904638631,-0.14666666666666667
36,8.0,1.6,-2.528,1.0,16.0,-0.0043208894146151595,0.0002886751345948129,0.00040824829046386303,0.06408587988004846,0.2886751345948129,0.4082482904638631,-0.158
37,8.5,1.61,-2.629,1.0,16.1,-0.004495826546179616,0.0002886751345948129,0.00040824829046386303,0.06443229004156224,0.2886751345948129,0.4082482904638631,-0.16329192546583848
38,9.0,1.62,-2.764,1.0,16.200000000000003,-0.004729653405201414,0.0002886751345948129,0.00040824829046386303,0.06477870020307602,0.2886751345948129,0.4082482904638631,-0.17061728395061723
39,9.5,1.63,-2.955,1.0,16.299999999999997,-0.00506047510944707,0.0002886751345948129,0.00040824829046386303,0.06512511036458977,0.2886751345948129,0.4082482904638631,-0.18128834355828224
40,10.0,1.64,-3.091,1.0,16.4,-0.005296034019276438,0.0002886751345948129,0.00040824829046386303,0.06547152052610355,0.2886751345948129,0.4082482904638631,-0.1884756097560976
