,fonte (v),Corrente (microA),Tensão (v),Menor dígito,Unnamed: 4,Corrente (A),Incerteza de cal de Tensão,Incerteza de ltr de Tensão,Incerteza de Tensão,Incerteza de cal de Corrente,Incerteza de ltr de Corrente,Incerteza de Corrente,Resistencia (ohms)
51,0.4,-0.1,-0.418,1.0000000000000001e-07,,-1.0000000000000001e-07,-0.0006662622106448281,0.0002886751345948129,0.00040824829046386303,8.645820281114646e-08,2.8867513459481292e-08,4.082482904638631e-08,4179999.9999999995
52,0.6,-0.1,-0.671,1.0000000000000001e-07,,-1.0000000000000001e-07,-0.001104471064959754,0.0002886751345948129,0.00040824829046386303,8.645820281114646e-08,2.8867513459481292e-08,4.082482904638631e-08,6710000.0
53,0.8,-0.1,-0.829,1.0000000000000001e-07,,-1.0000000000000001e-07,-0.001378135092555637,0.0002886751345948129,0.00040824829046386303,8.645820281114646e-08,2.8867513459481292e-08,4.082482904638631e-08,8289999.999999999
54,1.0,-0.1,-1.09,1.0000000000000001e-07,,-1.0000000000000001e-07,-0.001830200353331114,0.0002886751345948129,0.00040824829046386303,8.645820281114646e-08,2.8867513459481292e-08,4.082482904638631e-08,10900000.0
55,1.2,-0.1,-1.249,1.0000000000000001e-07,,-1.0000000000000001e-07,-0.0021055964317345656,0.0002886751345948129,0.00040824829046386303,8.645820281114646e-08,2.8867513459481292e-08,4.082482904638631e-08,12490000.0
56,1.4,-0.2,-1.48,1.0000000000000001e-07,,-2.0000000000000002e-07,-0.002505700168282976,0.0002886751345948129,0.00040824829046386303,8.631386524384905e-08,2.8867513459481292e-08,4.082482904638631e-08,7399999.999999999
57,1.6,-0.2,-1.709,1.0000000000000001e-07,,-2.0000000000000002e-07,-0.002902339803216249,0.0002886751345948129,0.00040824829046386303,8.631386524384905e-08,2.8867513459481292e-08,4.082482904638631e-08,8545000.0
58,1.8,-0.2,-1.823,1.0000000000000001e-07,,-2.0000000000000002e-07,-0.0030997935952791007,0.0002886751345948129,0.00040824829046386303,8.631386524384905e-08,2.8867513459481292e-08,4.082482904638631e-08,9114999.999999998
59,2.0,-0.2,-2.164,1.0000000000000001e-07,,-2.0000000000000002e-07,-0.003690422920660088,0.0002886751345948129,0.00040824829046386303,8.631386524384905e-08,2.8867513459481292e-08,4.082482904638631e-08,10820000.0
60,2.2,-0.2,-2.219,1.0000000000000001e-07,,-2.0000000000000002e-07,-0.003785685715076376,0.0002886751345948129,0.00040824829046386303,8.631386524384905e-08,2.8867513459481292e-08,4.082482904638631e-08,11094999.999999998
61,2.4,-0.2,-2.426,1.0000000000000001e-07,,-2.0000000000000002e-07,-0.004144220232243134,0.0002886751345948129,0.00040824829046386303,8.631386524384905e-08,2.8867513459481292e-08,4.082482904638631e-08,12130000.0
62,2.6,-0.2,-2.605,1.0000000000000001e-07,,-2.0000000000000002e-07,-0.004454257326797963,0.0002886751345948129,0.00040824829046386303,8.631386524384905e-08,2.8867513459481292e-08,4.082482904638631e-08,13024999.999999998
63,2.8,-0.3,-2.839,1.0000000000000001e-07,,-3e-07,-0.004859557215769081,0.0002886751345948129,0.00040824829046386303,8.616952767655165e-08,2.8867513459481292e-08,4.082482904638631e-08,9463333.333333334
64,3.0,-0.3,-3.022,1.0000000000000001e-07,,-3e-07,-0.005176522513554185,0.0002886751345948129,0.00040824829046386303,8.616952767655165e-08,2.8867513459481292e-08,4.082482904638631e-08,10073333.333333334
65,3.5,-0.3,-3.543,1.0000000000000001e-07,,-3e-07,-0.006078920984297571,0.0002886751345948129,0.00040824829046386303,8.616952767655165e-08,2.8867513459481292e-08,4.082482904638631e-08,11810000.000000002
66,4.0,-0.4,-3.999,1.0000000000000001e-07,,-4.0000000000000003e-07,-0.006868736152548979,0.0002886751345948129,0.00040824829046386303,8.602519010925425e-08,2.8867513459481292e-08,4.082482904638631e-08,9997500.0
67,4.5,-0.4,-4.53,1.0000000000000001e-07,,-4.0000000000000003e-07,-0.007788455131368053,0.0002886751345948129,0.00040824829046386303,8.602519010925425e-08,2.8867513459481292e-08,4.082482904638631e-08,11325000.0
68,5.0,-0.5,-5.07,1.0000000000000001e-07,,-5e-07,-0.008723762567455247,0.0002886751345948129,0.00040824829046386303,8.588085254195684e-08,2.8867513459481292e-08,4.082482904638631e-08,10140000.000000002
69,5.5,-0.5,-5.568,1.0000000000000001e-07,,-5e-07,-0.009586323869624547,0.0002886751345948129,0.00040824829046386303,8.588085254195684e-08,2.8867513459481292e-08,4.082482904638631e-08,11136000.0
70,6.0,-0.6,-6.0,1.0000000000000001e-07,,-6e-07,-0.010334569818494304,0.0002886751345948129,0.00040824829046386303,8.573651497465942e-08,2.8867513459481292e-08,4.082482904638631e-08,10000000.0
71,6.5,-0.7,-6.47,1.0000000000000001e-07,,-7e-07,-0.011148633698051675,0.0002886751345948129,0.00040824829046386303,8.559217740736202e-08,2.8867513459481292e-08,4.082482904638631e-08,9242857.142857144
72,7.0,-0.7,-6.97,1.0000000000000001e-07,,-7e-07,-0.012014659101836113,0.0002886751345948129,0.00040824829046386303,8.559217740736202e-08,2.8867513459481292e-08,4.082482904638631e-08,9957142.857142856
73,7.5,-0.7,-7.48,1.0000000000000001e-07,,-7e-07,-0.012898005013696241,0.0002886751345948129,0.00040824829046386303,8.559217740736202e-08,2.8867513459481292e-08,4.082482904638631e-08,10685714.285714287
74,8.0,-0.8,-7.93,1.0000000000000001e-07,,-8.000000000000001e-07,-0.013677427877102235,0.0002886751345948129,0.00040824829046386303,8.544783984006462e-08,2.8867513459481292e-08,4.082482904638631e-08,9912499.999999998
75,8.5,-0.8,-8.43,1.0000000000000001e-07,,-8.000000000000001e-07,-0.014543453280886675,0.0002886751345948129,0.00040824829046386303,8.544783984006462e-08,2.8867513459481292e-08,4.082482904638631e-08,10537499.999999998
76,9.0,-0.9,-8.89,1.0000000000000001e-07,,-9.000000000000001e-07,-0.01534019665236836,0.0002886751345948129,0.00040824829046386303,8.53035022727672e-08,2.8867513459481292e-08,4.082482904638631e-08,9877777.777777778
77,9.5,-0.9,-9.5,1.0000000000000001e-07,,-9.000000000000001e-07,-0.016396747644985374,0.0002886751345948129,0.00040824829046386303,8.53035022727672e-08,2.8867513459481292e-08,4.082482904638631e-08,10555555.555555554
78,10.0,-1.0,-9.92,1.0000000000000001e-07,,-1e-06,-0.017124208984164304,0.0002886751345948129,0.00040824829046386303,8.51591647054698e-08,2.8867513459481292e-08,4.082482904638631e-08,9920000.0
