time;Bx;By;Bz;BT
0,002352;0,15;-26,55;-0,38;26,55
0,010531;-0,15;-26,70;-0,45;26,70
0,019069;-0,45;-26,63;-0,23;26,63
0,028820;-0,30;-26,55;-0,30;26,55
0,039130;-0,08;-26,63;-0,08;26,63
0,050535;-0,30;-26,48;0,00;26,48
0,071273;-0,30;-26,25;0,00;26,25
0,072033;-0,15;-26,25;0,00;26,25
0,079218;-0,45;-26,03;-0,15;26,03
0,092796;-0,23;-26,03;-0,15;26,03
0,098766;-0,08;-26,25;-0,08;26,25
0,108739;-0,53;-26,40;-0,15;26,41
0,119321;-0,68;-26,40;-0,15;26,41
0,129153;-0,38;-26,25;-0,38;26,26
0,138821;-0,15;-26,55;-0,30;26,55
0,149210;-0,45;-26,55;-0,15;26,55
0,159331;-0,15;-26,48;0,15;26,48
0,169003;-0,23;-26,63;0,15;26,63
0,179517;-0,60;-26,55;-0,08;26,56
0,189625;-0,45;-26,33;0,15;26,33
0,199151;-0,30;-26,48;0,15;26,48
0,223675;-0,60;-26,63;0,23;26,63
0,224698;-0,75;-26,48;0,08;26,49
0,228810;-0,53;-26,55;0,15;26,56
0,239467;-0,60;-26,55;0,08;26,56
0,249069;-0,83;-26,40;0,00;26,41
0,259296;-0,60;-26,40;0,00;26,41
0,268749;-0,38;-26,33;-0,23;26,33
0,279220;-0,45;-26,25;-0,23;26,25
0,289228;-0,38;-26,25;-0,15;26,25
0,299322;-0,23;-26,40;-0,08;26,40
0,309807;-0,23;-26,25;-0,30;26,25
0,318727;-0,15;-26,25;-0,23;26,25
0,329492;0,15;-26,10;-0,30;26,10
0,340075;0,08;-26,10;-0,23;26,10
0,349317;-0,15;-26,18;0,15;26,18
0,359341;-0,15;-25,95;0,15;25,95
0,369612;0,15;-25,95;-0,23;25,95
0,387878;-0,08;-25,80;-0,15;25,80
0,389312;0,00;-25,95;-0,08;25,95
0,400350;0,15;-25,95;0,08;25,95
0,409457;-0,08;-26,18;0,15;26,18
0,419637;0,00;-26,33;0,00;26,33
0,428987;-0,08;-26,10;-0,08;26,10
0,439207;0,30;-26,25;-0,15;26,25
0,448897;0,38;-26,25;0,08;26,25
0,458956;0,38;-26,40;-0,23;26,40
0,469196;0,30;-26,33;-0,08;26,33
0,479454;0,15;-26,33;-0,30;26,33
0,497516;0,38;-26,33;-0,15;26,33
0,498686;0,38;-26,25;-0,15;26,25
0,509340;0,60;-26,40;-0,30;26,41
0,518933;0,30;-26,40;-0,38;26,40
0,529612;0,00;-26,33;-0,30;26,33
0,539504;0,15;-26,10;-0,08;26,10
0,548912;-0,08;-26,25;-0,08;26,25
0,559266;0,15;-26,18;-0,08;26,18
0,569076;0,15;-26,10;-0,08;26,10
0,579830;-0,15;-26,18;-0,08;26,18
0,588921;-0,15;-26,33;-0,08;26,33
0,599006;-0,08;-26,18;0,15;26,18
0,609723;0,30;-26,33;-0,08;26,33
0,619482;0,30;-26,55;0,08;26,55
0,629309;0,23;-26,55;0,08;26,55
0,639274;0,30;-26,63;0,15;26,63
