time;Bx;By;Bz;BT
0,002175;0,15;-26,78;0,15;26,78
0,002690;0,15;-26,85;0,23;26,85
0,012934;0,45;-26,85;0,23;26,85
0,034925;0,45;-26,78;0,08;26,78
0,035844;0,45;-26,85;0,15;26,85
0,045445;0,45;-27,15;-0,08;27,15
0,054456;0,53;-27,15;-0,15;27,16
0,062489;0,53;-26,93;-0,08;26,93
0,071553;0,30;-27,23;0,08;27,23
0,081419;0,23;-27,38;-0,15;27,38
0,091680;0,08;-27,60;-0,08;27,60
0,101667;0,08;-27,45;0,15;27,45
0,111707;0,00;-27,38;0,23;27,38
0,121760;-0,23;-27,30;0,23;27,30
0,131528;-0,30;-27,15;0,23;27,15
0,141946;-0,30;-27,15;0,23;27,15
0,151597;-0,38;-27,00;0,23;27,00
0,161871;-0,08;-26,63;0,53;26,63
0,179158;-0,08;-26,48;0,53;26,48
0,181518;-0,15;-26,55;0,53;26,56
0,191674;-0,08;-26,55;0,30;26,55
0,204384;0,08;-26,55;0,38;26,55
0,212132;0,08;-26,63;0,38;26,63
0,222000;0,15;-26,55;0,15;26,55
0,232181;0,23;-26,85;0,23;26,85
0,241461;0,23;-26,85;-0,08;26,85
0,252037;0,23;-27,23;-0,15;27,23
0,261825;0,30;-27,30;-0,15;27,30
0,271705;0,45;-27,30;-0,15;27,30
0,281512;0,60;-27,45;0,08;27,46
0,291536;0,68;-27,38;-0,08;27,38
0,314242;0,45;-27,53;0,23;27,53
0,314957;0,53;-27,15;0,30;27,16
0,321689;0,23;-27,15;0,15;27,15
0,331451;0,30;-26,93;0,15;26,93
0,345413;0,15;-27,00;0,15;27,00
0,355507;-0,15;-26,85;0,15;26,85
0,364699;-0,23;-26,78;-0,08;26,78
0,371421;-0,30;-26,93;0,23;26,93
0,382144;-0,15;-26,70;0,15;26,70
0,391666;-0,23;-27,08;-0,08;27,08
0,403229;0,15;-27,08;0,15;27,08
0,411978;-0,08;-27,08;0,15;27,08
0,421746;0,15;-27,00;0,15;27,00
0,431468;0,30;-27,00;0,15;27,00
0,442043;0,30;-27,15;0,15;27,15
0,452505;0,23;-27,00;-0,08;27,00
0,461393;0,15;-27,15;0,08;27,15
0,471682;0,00;-27,08;0,00;27,08
0,482029;-0,08;-27,08;-0,08;27,08
0,491994;-0,15;-26,93;-0,23;26,93
0,503097;-0,15;-27,23;-0,15;27,23
0,511623;-0,15;-27,23;-0,15;27,23
0,522115;-0,15;-27,15;-0,15;27,15
0,531748;-0,08;-26,85;0,08;26,85
0,542246;0,00;-26,78;0,08;26,78
0,555174;0,08;-26,70;0,15;26,70
0,562064;0,08;-26,85;0,15;26,85
0,572443;0,15;-27,00;0,30;27,00
0,582019;0,30;-26,63;0,15;26,63
0,591613;0,38;-26,70;0,23;26,70
0,602766;0,38;-26,85;0,30;26,85
0,611514;0,08;-27,23;-0,08;27,23
0,621760;0,15;-27,15;-0,23;27,15
0,631456;0,15;-27,08;-0,30;27,08
0,641751;0,15;-26,78;-0,23;26,78
0,652933;0,15;-26,85;-0,23;26,85
0,661746;-0,15;-26,85;-0,23;26,85
0,673350;-0,38;-26,93;-0,30;26,93
0,682452;-0,38;-26,93;-0,60;26,93
0,693164;-0,08;-27,00;-0,45;27,00
0,701766;-0,30;-27,15;-0,30;27,15
0,712756;-0,38;-27,08;-0,30;27,08
0,722110;-0,38;-27,38;-0,45;27,38
0,731577;-0,15;-27,45;-0,45;27,45
0,741793;-0,15;-27,45;-0,45;27,45
0,756188;-0,08;-27,45;-0,30;27,45
0,761667;0,00;-27,00;-0,23;27,00
0,771647;-0,08;-26,85;-0,23;26,85
0,781718;-0,08;-26,63;-0,45;26,63
0,791458;-0,08;-26,70;-0,45;26,70
0,802628;0,00;-26,55;-0,08;26,55
0,811703;-0,08;-26,25;-0,23;26,25
0,821732;-0,08;-26,25;-0,30;26,25
0,832024;-0,08;-26,25;-0,45;26,25
0,842114;0,08;-26,70;-0,45;26,70
0,862336;0,08;-26,85;-0,15;26,85
0,863485;0,15;-27,08;0,15;27,08
0,872603;0,45;-27,15;0,15;27,15
0,881354;0,45;-27,38;0,08;27,38
0,891926;0,38;-27,53;0,15;27,53
0,901653;0,38;-27,45;0,15;27,45
0,911568;0,38;-27,38;0,15;27,38
0,921905;0,15;-27,23;0,15;27,23
0,932150;-0,08;-27,23;0,15;27,23
0,941843;0,00;-27,15;-0,23;27,15
0,952403;-0,15;-27,08;-0,45;27,08
0,961589;-0,15;-26,93;-0,45;26,93
0,972088;-0,23;-26,85;-0,45;26,85
0,982178;-0,38;-26,85;-0,38;26,86
0,991811;-0,30;-27,00;-0,08;27,00
1,009191;-0,15;-26,93;-0,30;26,93
1,012125;0,00;-27,08;-0,60;27,08
1,022761;-0,23;-27,08;-0,45;27,08
1,031616;-0,38;-27,23;-0,15;27,23
1,042512;-0,30;-27,15;0,00;27,15
1,051941;0,00;-27,08;0,15;27,08
1,061658;0,15;-27,08;0,15;27,08
1,071926;0,15;-26,93;0,08;26,93
1,082059;0,15;-26,93;0,15;26,93
1,091837;0,15;-26,78;0,38;26,78
1,101571;0,53;-26,85;0,53;26,86
1,111600;0,60;-26,55;0,45;26,56
1,122160;0,45;-26,85;0,08;26,85
1,132627;0,38;-27,15;0,15;27,15
1,142693;0,15;-27,15;0,08;27,15
1,155527;-0,15;-27,30;0,15;27,30
1,162408;-0,15;-27,45;0,00;27,45
1,171811;-0,30;-27,38;-0,08;27,38
1,181939;-0,53;-27,23;-0,15;27,23
1,191949;-0,53;-27,38;-0,15;27,38
1,201541;-0,75;-27,08;-0,15;27,09
1,211489;-0,75;-27,00;0,08;27,01
1,221719;-0,60;-27,23;0,08;27,23
1,232132;-0,38;-27,00;-0,15;27,00
1,242387;-0,45;-26,93;-0,15;26,93
1,251752;-0,45;-27,15;-0,08;27,15
1,261731;-0,30;-27,15;-0,08;27,15
1,272074;0,00;-27,15;-0,08;27,15
1,281922;0,30;-27,15;0,08;27,15
1,292178;0,45;-26,85;-0,15;26,85
1,301650;0,45;-26,78;-0,38;26,78
