time;Bx;By;Bz;BT
0,002014;0,45;-27,00;0,53;27,01
0,005039;0,45;-26,85;0,45;26,86
0,021926;0,38;-26,63;0,53;26,63
0,027310;0,08;-26,63;0,98;26,64
0,035037;-0,08;-26,55;0,98;26,57
0,044919;-0,15;-26,48;0,98;26,49
0,070293;-0,45;-26,55;1,05;26,57
0,071004;-0,68;-26,55;0,90;26,57
0,076272;-0,75;-26,40;0,90;26,43
0,085445;-0,75;-26,55;0,83;26,57
0,094948;-0,75;-26,55;0,68;26,57
0,107230;-0,53;-26,48;0,15;26,48
0,115212;-0,45;-26,55;-0,08;26,55
0,125777;-0,23;-26,70;-0,23;26,70
0,154017;-0,15;-26,85;-0,23;26,85
0,154946;-0,15;-26,85;-0,15;26,85
0,158448;-0,30;-27,15;-0,08;27,15
0,165474;-0,23;-27,15;-0,15;27,15
0,175890;-0,15;-27,15;-0,08;27,15
0,184989;-0,23;-27,23;0,23;27,23
0,195057;-0,30;-27,08;0,60;27,08
0,206572;-0,45;-26,85;0,45;26,86
0,215150;-0,45;-26,85;0,38;26,86
0,225133;-0,30;-26,93;0,23;26,93
0,235033;0,08;-26,78;0,15;26,78
0,252174;-0,08;-26,78;0,45;26,78
0,256116;0,00;-26,70;0,45;26,70
0,265331;-0,08;-26,55;0,38;26,55
0,275307;0,08;-26,70;0,38;26,70
0,284918;0,08;-26,70;0,53;26,71
0,295089;0,08;-26,55;0,68;26,56
0,306330;0,15;-26,33;0,75;26,34
0,315457;0,15;-26,33;0,75;26,34
0,325315;-0,08;-26,55;0,60;26,56
0,334951;-0,15;-26,48;0,23;26,48
0,351268;-0,08;-26,48;0,15;26,48
0,357339;-0,23;-26,55;0,00;26,55
0,365197;-0,15;-26,78;0,15;26,78
0,375219;0,23;-26,70;-0,23;26,70
0,385040;0,00;-26,78;-0,23;26,78
0,395344;-0,38;-26,78;-0,60;26,78
0,405983;-0,15;-26,55;-0,68;26,56
0,415230;0,15;-26,48;-0,15;26,48
0,425278;0,15;-26,48;-0,15;26,48
0,435126;0,30;-26,25;-0,30;26,25
0,447307;0,08;-26,18;-0,30;26,18
0,460553;-0,23;-26,25;-0,08;26,25
0,469085;0,00;-26,25;0,08;26,25
0,475698;0,45;-26,25;0,45;26,26
0,485175;0,30;-26,33;0,45;26,33
0,495420;0,00;-26,55;0,30;26,55
0,506824;-0,08;-26,78;0,45;26,78
0,515407;-0,15;-26,78;0,75;26,79
0,526094;-0,08;-26,85;0,53;26,86
0,535192;-0,15;-27,15;0,45;27,15
0,548412;-0,23;-27,30;0,45;27,30
0,565537;-0,45;-27,45;0,38;27,46
0,566474;-0,15;-27,15;0,45;27,15
0,577214;0,08;-27,15;0,30;27,15
0,585106;0,15;-27,00;0,15;27,00
0,595288;0,08;-27,15;-0,23;27,15
0,605741;0,08;-27,15;0,00;27,15
0,615431;0,15;-26,85;0,15;26,85
0,625703;0,15;-26,70;-0,08;26,70
0,635816;-0,08;-26,63;0,00;26,63
0,645534;0,08;-26,63;0,00;26,63
0,657805;-0,15;-26,55;-0,08;26,55
0,665202;0,00;-26,55;0,00;26,55
0,675150;-0,08;-26,40;0,30;26,40
0,687069;-0,30;-26,55;0,00;26,55
0,695715;-0,45;-26,85;-0,08;26,85
0,705300;-0,53;-26,78;-0,15;26,78
0,715379;-0,45;-26,55;-0,45;26,56
0,725486;-0,75;-26,78;-0,45;26,79
0,734979;-0,75;-27,15;-0,53;27,17
0,747121;-0,98;-27,15;-0,60;27,17
0,758991;-1,05;-27,23;-0,75;27,26
0,765249;-0,90;-27,08;-0,83;27,10
0,775301;-0,83;-26,63;-0,75;26,65
0,785365;-0,53;-26,70;-0,45;26,71
0,799171;-0,75;-26,78;-0,38;26,79
0,805492;-0,75;-26,78;-0,53;26,79
0,815465;-0,60;-26,63;-0,23;26,63
0,825724;-0,45;-26,85;-0,38;26,86
0,848880;-0,38;-26,78;-0,15;26,78
0,849856;-0,23;-26,85;0,15;26,85
0,862003;-0,15;-26,93;0,38;26,93
0,865161;-0,38;-26,93;0,15;26,93
0,875060;-0,08;-26,85;0,30;26,85
0,887325;0,15;-26,85;0,30;26,85
0,895770;0,15;-26,78;0,30;26,78
0,907116;0,15;-26,55;0,53;26,56
0,915382;0,23;-26,48;0,38;26,48
0,925567;0,30;-26,25;0,23;26,25
0,935599;0,45;-26,25;-0,15;26,25
0,946425;0,23;-26,18;-0,08;26,18
0,963558;0,08;-26,03;-0,30;26,03
0,965248;0,15;-26,03;-0,15;26,03
0,974901;0,15;-26,03;-0,08;26,03
0,985312;0,15;-26,03;-0,15;26,03
0,995333;0,23;-26,10;-0,15;26,10
1,005349;0,00;-25,95;-0,08;25,95
1,017334;0,08;-26,10;0,30;26,10
1,025413;0,23;-26,25;0,45;26,25
1,042416;0,60;-26,25;0,45;26,26
1,045426;0,38;-26,48;0,38;26,48
1,059656;0,38;-26,48;0,23;26,48
1,065258;0,38;-26,48;0,30;26,48
1,075045;0,15;-26,48;0,30;26,48
1,086528;0,38;-26,85;0,45;26,86
1,095221;0,23;-26,78;0,15;26,78
1,105150;0,15;-26,85;-0,15;26,85
1,115117;-0,15;-26,70;0,08;26,70
1,128741;-0,15;-26,55;-0,23;26,55
1,146384;-0,15;-26,55;-0,45;26,55
1,147571;-0,15;-26,63;-0,45;26,63
1,160875;-0,15;-26,70;-0,60;26,71
1,166367;-0,08;-26,63;-0,68;26,63
1,175051;-0,15;-26,55;-0,60;26,56
1,186325;-0,08;-26,48;-0,23;26,48
1,195329;0,08;-26,55;-0,30;26,55
1,205357;0,00;-26,48;-0,08;26,48
1,215198;0,00;-26,25;0,15;26,25
1,226198;-0,23;-26,33;0,00;26,33
1,241129;-0,15;-26,25;0,15;26,25
1,245144;-0,38;-26,25;0,15;26,25
1,256340;-0,38;-26,40;-0,23;26,40
1,265274;-0,45;-26,55;-0,45;26,56
1,275342;-0,45;-26,55;-0,45;26,56
1,285791;-0,38;-26,55;-0,30;26,55
1,295153;-0,45;-26,78;-0,08;26,78
1,305266;-0,23;-26,70;-0,08;26,70
1,315200;-0,38;-26,85;-0,23;26,85
1,326144;-0,15;-26,70;0,08;26,70
1,340436;0,00;-26,70;0,38;26,70
1,347171;0,00;-26,55;0,15;26,55
1,358312;-0,23;-26,78;0,23;26,78
1,365311;-0,15;-26,85;0,30;26,85
1,375248;0,08;-26,63;-0,08;26,63
1,385387;0,08;-26,55;-0,08;26,55
1,395507;0,23;-26,55;0,08;26,55
1,405423;0,23;-26,70;-0,15;26,70
1,415351;0,45;-26,70;-0,30;26,71
1,425555;0,45;-26,85;-0,15;26,85
1,444180;0,45;-26,63;-0,30;26,63
1,445972;0,00;-26,85;-0,53;26,86
1,459728;-0,23;-27,00;-0,60;27,01
1,466600;-0,30;-27,15;-0,45;27,16
1,475125;-0,30;-27,08;-0,08;27,08
1,485375;-0,53;-27,15;-0,08;27,16
1,497188;-0,68;-27,08;0,38;27,09
1,505804;-0,75;-26,85;0,30;26,86
1,516030;-0,75;-26,93;0,45;26,94
1,526047;-0,38;-26,70;0,75;26,71
1,539870;-0,23;-26,55;1,05;26,57
1,545664;-0,15;-26,55;0,75;26,56
1,557092;-0,15;-26,55;0,45;26,55
1,568056;-0,08;-26,33;0,30;26,33
1,575212;0,23;-26,25;0,15;26,25
1,585256;0,30;-26,40;0,23;26,40
1,595703;0,38;-26,25;0,38;26,26
1,605230;0,30;-26,40;0,08;26,40
1,615101;0,23;-26,25;-0,15;26,25
1,625344;0,15;-25,95;-0,08;25,95
1,639862;0,23;-26,03;0,30;26,03
1,645503;0,38;-26,25;0,38;26,26
1,656583;0,15;-26,33;0,53;26,33
1,665833;0,15;-26,25;0,53;26,26
1,677577;0,00;-26,40;0,53;26,41
1,685401;0,15;-26,25;0,60;26,26
1,695122;0,15;-26,40;0,75;26,41
1,705262;0,15;-26,63;0,75;26,64
1,717957;0,08;-26,63;0,60;26,63
1,726030;-0,23;-26,70;0,53;26,71
1,738969;-0,08;-26,78;0,23;26,78
1,747021;-0,08;-26,55;0,15;26,55
1,755440;0,15;-26,55;-0,23;26,55
1,765244;-0,08;-26,78;-0,23;26,78
1,774995;0,15;-26,85;-0,30;26,85
1,789274;0,15;-26,85;-0,15;26,85
1,794984;0,30;-26,63;-0,15;26,63
1,805415;0,30;-26,48;0,15;26,48
1,815524;0,15;-26,33;0,15;26,33
