time;Bx;By;Bz;BT
0,001777;0,15;-27,15;0,38;27,15
0,011228;0,23;-27,08;0,23;27,08
0,035061;0,15;-26,78;0,45;26,78
0,035907;0,45;-26,55;0,53;26,56
0,040652;0,45;-26,70;0,75;26,71
0,050633;0,15;-26,85;0,45;26,85
0,060804;0,15;-26,85;0,45;26,85
0,072062;0,15;-26,93;0,15;26,93
0,080801;-0,23;-26,93;0,00;26,93
0,091093;-0,15;-26,93;0,00;26,93
0,100589;0,15;-26,85;-0,30;26,85
0,118284;-0,08;-27,00;-0,23;27,00
0,120703;-0,08;-27,08;-0,15;27,08
0,130650;0,15;-27,00;-0,08;27,00
0,140896;0,23;-27,15;0,15;27,15
0,151950;0,15;-27,15;0,15;27,15
0,160894;0,30;-27,15;0,30;27,15
0,172095;0,38;-26,93;0,45;26,93
0,181032;0,15;-27,23;0,60;27,23
0,190756;0,08;-27,23;0,75;27,24
0,201084;0,15;-27,15;0,83;27,16
0,210746;0,15;-27,23;0,90;27,24
0,221277;-0,08;-27,15;0,53;27,16
0,230780;0,08;-26,93;0,60;26,93
0,240893;0,15;-26,93;0,75;26,94
0,250542;0,15;-27,30;0,75;27,31
0,267487;0,23;-26,93;0,75;26,94
0,270825;0,45;-26,85;0,45;26,86
0,281063;0,38;-26,70;0,30;26,70
0,291085;0,30;-26,55;0,45;26,56
0,301167;0,75;-26,63;0,45;26,64
0,310937;0,75;-26,78;0,45;26,79
0,321144;0,83;-26,63;0,23;26,64
0,330631;0,75;-26,55;0,23;26,56
0,340991;0,75;-26,70;0,45;26,71
0,351139;0,75;-26,70;0,45;26,71
0,360919;0,60;-26,85;0,45;26,86
0,371072;0,68;-26,78;0,45;26,79
0,381082;0,30;-26,55;0,38;26,55
0,391092;0,23;-26,63;0,53;26,63
0,400712;-0,15;-26,85;0,45;26,85
0,412069;0,15;-26,70;0,53;26,71
0,424577;0,00;-26,85;0,45;26,85
0,430723;-0,15;-26,93;0,53;26,93
0,440699;-0,15;-27,08;0,83;27,09
0,451084;-0,30;-27,15;0,60;27,16
0,460967;-0,08;-27,38;0,75;27,39
0,470775;-0,08;-27,15;0,53;27,16
0,480920;0,15;-27,15;0,53;27,16
0,490887;-0,08;-27,15;0,30;27,15
0,501968;-0,23;-27,23;0,38;27,23
0,510944;-0,23;-27,23;0,38;27,23
0,531759;-0,30;-27,23;0,00;27,23
0,532600;-0,15;-27,08;0,15;27,08
0,546594;-0,30;-27,00;0,23;27,00
0,550726;-0,38;-26,85;0,53;26,86
0,560842;0,00;-26,78;0,53;26,78
0,570890;-0,15;-27,08;0,53;27,08
0,580696;0,15;-27,00;0,15;27,00
0,591087;0,15;-27,45;0,15;27,45
0,601321;0,23;-27,23;0,15;27,23
0,611057;0,30;-27,30;0,30;27,30
0,622357;0,45;-27,30;0,08;27,30
0,631089;0,45;-27,60;0,08;27,60
0,642178;0,15;-27,60;0,15;27,60
0,651893;0,53;-27,23;0,15;27,23
0,661551;0,38;-27,15;0,15;27,15
0,675262;0,68;-26,70;0,15;26,71
0,681253;0,75;-26,63;0,23;26,64
0,690910;0,68;-26,70;0,15;26,71
0,701313;0,53;-26,55;0,45;26,56
0,710936;0,45;-26,48;0,08;26,48
0,721285;0,60;-26,40;0,00;26,41
0,731413;0,38;-26,70;0,15;26,70
0,740836;0,45;-26,85;0,30;26,86
0,752687;0,30;-26,78;0,30;26,78
0,760736;0,15;-26,85;0,15;26,85
0,771007;0,08;-26,78;0,15;26,78
0,780535;0,15;-26,85;0,15;26,85
0,791215;0,23;-26,85;0,30;26,85
