time;Bx;By;Bz;BT
0,001734;0,15;-25,80;-0,38;25,80
0,007784;0,38;-25,80;-0,15;25,80
0,017987;0,38;-25,88;0,15;25,88
0,032152;0,60;-25,73;0,23;25,73
0,037915;0,68;-25,95;0,68;25,97
0,048144;0,75;-25,88;0,68;25,89
0,057967;0,98;-25,80;0,90;25,83
0,067998;0,90;-25,65;1,05;25,69
0,077850;0,90;-25,73;1,05;25,76
0,088025;0,83;-25,65;0,75;25,67
0,098444;0,75;-25,50;0,30;25,51
0,107950;0,53;-25,73;0,45;25,73
0,117916;0,53;-25,58;0,15;25,58
0,128065;0,45;-25,73;0,15;25,73
0,137910;0,30;-25,95;0,23;25,95
0,148006;0,15;-26,25;-0,15;26,25
0,167400;0,15;-26,10;0,08;26,10
0,170504;0,15;-26,25;0,15;26,25
0,178697;0,00;-26,33;0,45;26,33
0,188781;-0,23;-26,40;0,15;26,40
0,198011;-0,30;-26,70;-0,08;26,70
0,208068;-0,30;-26,55;-0,45;26,56
0,218259;-0,30;-26,48;-0,68;26,49
0,228090;-0,23;-26,25;-0,53;26,26
0,238086;-0,30;-26,40;-0,68;26,41
0,247556;-0,23;-26,33;-0,90;26,34
0,257968;-0,15;-26,25;-0,98;26,27
0,268075;-0,08;-26,10;-0,83;26,11
0,278020;-0,08;-25,80;-0,68;25,81
0,296527;0,08;-25,80;-0,53;25,81
0,297720;0,08;-25,65;-0,53;25,66
0,307629;0,15;-25,95;-0,53;25,96
0,317793;0,23;-26,03;-0,68;26,03
0,328061;0,45;-25,95;-0,45;25,96
0,337812;0,45;-25,88;-0,53;25,88
0,347634;0,45;-25,95;-0,45;25,96
0,357915;0,75;-26,18;-0,38;26,19
0,369151;0,75;-26,18;-0,15;26,19
0,377655;0,53;-26,10;-0,15;26,11
0,387838;0,45;-26,18;-0,15;26,18
0,397812;0,30;-26,03;-0,15;26,03
0,407900;0,00;-25,95;-0,15;25,95
0,417884;0,00;-25,95;0,08;25,95
0,428009;0,30;-26,03;-0,08;26,03
0,441068;0,00;-25,95;-0,15;25,95
0,448122;0,08;-25,95;-0,08;25,95
0,458496;0,15;-25,95;0,08;25,95
0,468876;0,15;-25,95;-0,30;25,95
0,477793;0,15;-25,95;-0,08;25,95
0,488195;0,15;-26,18;-0,08;26,18
0,499209;0,00;-26,18;-0,08;26,18
0,508108;-0,30;-26,18;0,15;26,18
0,519365;-0,15;-26,10;0,38;26,10
0,527774;-0,23;-26,33;0,23;26,33
0,538192;-0,45;-26,33;0,38;26,33
0,548292;-0,23;-26,25;0,98;26,27
0,558252;-0,38;-26,18;0,83;26,19
0,576295;-0,23;-25,95;0,90;25,97
0,577575;-0,15;-25,80;0,75;25,81
0,593290;-0,30;-25,95;0,53;25,96
0,597660;-0,45;-25,73;0,30;25,73
0,608077;-0,68;-25,65;0,23;25,66
0,618464;-0,38;-25,80;0,15;25,80
0,627759;-0,45;-25,73;-0,23;25,73
0,638056;-0,53;-25,88;-0,45;25,88
0,648092;-0,45;-25,95;-0,45;25,96
0,658220;-0,45;-25,95;-0,45;25,96
0,670423;-0,30;-26,10;-0,30;26,10
0,677899;-0,30;-26,18;-0,45;26,18
0,688351;-0,08;-26,25;-0,23;26,25
0,697967;0,15;-26,10;-0,23;26,10
0,708503;0,00;-26,25;-0,30;26,25
0,729994;0,00;-26,18;-0,15;26,18
0,730688;-0,15;-26,10;-0,45;26,10
0,741261;-0,23;-26,03;-0,45;26,03
0,748028;-0,15;-25,73;-0,53;25,73
0,757754;-0,15;-25,95;-0,38;25,95
0,768058;0,00;-25,80;-0,53;25,81
0,778062;-0,38;-25,73;-0,30;25,73
0,787876;-0,15;-25,58;-0,23;25,58
