time;Bx;By;Bz;BT
0,002164;-0,15;31,58;0,00;31,58
0,004138;-0,15;31,65;0,15;31,65
0,024446;-0,15;31,80;0,15;31,80
0,025131;-0,15;31,95;0,08;31,95
0,034436;-0,30;31,88;0,00;31,88
0,058366;-0,30;31,88;0,00;31,88
0,059002;-0,30;31,80;0,15;31,80
0,064584;-0,23;31,80;0,15;31,80
0,074404;-0,15;31,95;0,08;31,95
0,084774;-0,23;31,88;-0,08;31,88
0,094003;0,00;31,95;-0,08;31,95
0,103895;0,00;31,73;-0,08;31,73
0,114078;-0,30;31,80;-0,15;31,80
0,124714;-0,15;31,95;0,15;31,95
0,134518;-0,30;31,95;0,08;31,95
0,144136;-0,45;31,95;-0,15;31,95
0,153882;-0,53;31,73;0,00;31,73
0,164199;-0,60;31,65;0,00;31,66
0,173946;-0,83;31,43;0,00;31,44
0,189199;-0,68;31,50;0,23;31,51
0,193787;-0,45;31,73;0,15;31,73
0,204195;-0,30;31,35;0,08;31,35
0,214247;0,15;31,50;0,15;31,50
0,223907;0,08;31,28;0,15;31,28
0,234295;0,00;31,43;0,08;31,43
0,244184;-0,08;31,50;0,08;31,50
0,254011;-0,15;31,58;0,23;31,58
0,264020;-0,23;31,73;0,08;31,73
0,274046;-0,08;31,65;0,30;31,65
0,284132;-0,30;31,80;0,15;31,80
0,294154;-0,53;31,65;0,53;31,66
0,303757;-0,30;31,73;0,30;31,73
0,314200;-0,23;31,80;0,08;31,80
0,324816;-0,30;31,80;0,08;31,80
0,339944;0,00;31,73;-0,15;31,73
0,344597;-0,15;31,43;-0,15;31,43
0,355141;-0,23;31,35;-0,38;31,35
0,364402;-0,30;31,13;-0,23;31,13
0,376483;-0,30;31,28;-0,45;31,28
0,384361;-0,53;31,35;-0,30;31,36
0,394787;-0,60;31,35;-0,08;31,36
0,403855;-0,38;31,35;-0,23;31,35
0,415144;-0,60;31,50;-0,23;31,51
0,425946;-0,45;31,73;-0,23;31,73
0,434224;-0,38;31,73;-0,15;31,73
0,444614;-0,30;31,95;-0,15;31,95
0,454181;-0,38;31,73;-0,08;31,73
0,464347;-0,45;31,65;0,00;31,65
0,477901;-0,38;31,43;0,08;31,43
0,483969;-0,60;31,50;0,15;31,51
0,494232;-0,60;31,43;0,15;31,43
0,504179;-0,60;31,35;0,30;31,36
0,514126;-0,68;31,35;0,53;31,36
0,526402;-0,45;31,35;0,45;31,36
0,534380;-0,45;31,43;0,45;31,43
0,544207;-0,45;31,65;0,45;31,66
0,554216;-0,30;31,80;0,45;31,80
0,564593;-0,23;31,73;0,45;31,73
0,576128;-0,23;31,65;0,15;31,65
0,584701;-0,30;31,73;0,15;31,73
0,594997;-0,38;31,95;-0,45;31,96
0,604470;-0,45;31,73;-0,45;31,73
0,614508;-0,53;31,95;-0,45;31,96
0,628598;-0,45;31,95;-0,30;31,95
0,634018;-0,60;31,95;-0,23;31,96
0,643941;-0,53;31,95;-0,45;31,96
0,654184;-0,45;32,03;-0,30;32,03
0,664092;-0,38;31,88;-0,15;31,88
0,675034;-0,30;31,95;0,38;31,95
0,685494;-0,23;31,88;0,38;31,88
0,694582;-0,30;31,88;0,53;31,88
0,706059;-0,45;31,80;0,53;31,81
0,714525;-0,45;31,65;0,45;31,66
0,724708;-0,45;31,65;0,30;31,65
0,735062;-0,45;31,50;0,45;31,51
0,753201;-0,68;31,58;0,15;31,58
0,753926;-0,60;31,35;-0,08;31,36
0,766934;-0,83;31,28;-0,08;31,29
0,773862;-0,68;31,28;-0,23;31,28
0,783817;-0,53;31,28;-0,30;31,28
0,793992;-0,60;31,20;-0,60;31,21
0,804004;-0,68;31,50;-0,23;31,51
0,814027;-0,75;31,58;-0,23;31,58
0,824391;-0,90;31,43;-0,23;31,44
0,833865;-0,68;31,50;-0,08;31,51
0,844068;-0,45;31,88;-0,08;31,88
0,854965;-0,38;31,88;0,08;31,88
0,865191;-0,30;31,88;0,23;31,88
0,884443;-0,15;31,88;0,53;31,88
0,885295;-0,23;31,65;0,53;31,66
0,898605;0,15;31,65;0,53;31,65
0,904205;0,23;31,95;0,68;31,96
0,914219;-0,15;32,03;0,30;32,03
0,924217;-0,15;31,95;0,53;31,95
0,934753;-0,15;31,95;0,45;31,95
0,944063;-0,45;31,65;0,30;31,65
0,954245;-0,75;31,95;0,38;31,96
0,964459;-0,53;31,95;0,30;31,96
0,974231;-0,68;32,03;0,30;32,03
0,984509;-0,68;31,95;0,15;31,96
0,994547;-0,60;32,03;0,45;32,03
1,004741;-0,53;31,88;0,30;31,88
1,016134;-0,68;31,88;0,53;31,89
