time;Bx;By;Bz;BT
0,002720;-0,08;49,65;-0,38;49,65
0,003710;0,00;49,50;-0,53;49,50
0,011600;0,15;49,50;-0,45;49,50
0,033983;0,08;49,35;-0,53;49,35
0,035160;-0,15;49,28;-0,75;49,28
0,040069;-0,38;49,35;-0,75;49,36
0,050145;-0,15;49,28;-0,75;49,28
0,059829;-0,30;49,13;-0,75;49,13
0,071671;-0,30;49,05;-0,98;49,06
0,079911;-0,45;49,35;-0,90;49,36
0,090156;-0,45;49,50;-0,98;49,51
0,100061;-0,45;49,58;-1,05;49,59
0,110238;-0,23;49,65;-0,75;49,66
0,122039;-0,15;49,35;-0,75;49,36
0,130424;-0,45;49,43;-0,90;49,44
0,140104;-0,45;49,58;-0,98;49,59
0,149894;-0,23;49,65;-0,75;49,66
0,165984;-0,23;49,58;-0,75;49,58
0,170774;-0,30;49,65;-0,75;49,66
0,179982;-0,45;49,65;-0,75;49,66
0,190064;-0,60;49,80;-0,75;49,81
0,199889;-0,75;49,95;-0,75;49,96
0,209918;-0,75;49,88;-0,75;49,89
0,219948;-0,68;49,58;-0,30;49,58
0,230072;-0,75;49,58;-0,45;49,58
0,240047;-0,75;49,50;-0,45;49,51
0,249745;-0,75;49,28;-0,38;49,28
0,260063;-0,75;49,35;-0,15;49,36
0,270020;-0,68;49,28;-0,15;49,28
0,279742;-0,45;49,35;-0,15;49,35
0,290023;-0,23;49,43;-0,23;49,43
0,300977;-0,30;49,58;-0,53;49,58
0,315608;-0,38;49,65;-0,45;49,65
0,319768;-0,30;49,58;-0,53;49,58
0,330318;-0,23;49,58;-0,38;49,58
0,341361;-0,08;49,20;-0,45;49,20
0,349947;0,08;48,98;-0,15;48,98
0,361075;0,15;48,75;0,00;48,75
0,370212;0,08;48,83;0,08;48,83
0,379760;0,08;48,75;0,00;48,75
0,390012;0,00;48,68;0,23;48,68
0,399834;-0,08;48,83;0,15;48,83
0,410321;-0,08;48,75;0,15;48,75
0,420341;-0,15;49,20;-0,15;49,20
0,430039;-0,30;49,50;-0,23;49,50
0,444237;-0,30;49,65;-0,45;49,65
0,458743;-0,23;49,65;-0,38;49,65
0,460231;-0,15;49,88;-0,15;49,88
0,470224;0,15;49,88;-0,45;49,88
0,479873;0,00;49,95;-0,45;49,95
0,489935;0,08;50,03;-0,68;50,03
0,500741;-0,15;50,10;-0,45;50,10
0,510169;-0,23;50,03;-0,45;50,03
0,520368;-0,15;50,03;-0,38;50,03
0,530687;-0,45;49,80;-0,53;49,80
0,540668;-0,68;49,80;-0,53;49,81
0,550733;-0,90;49,73;-0,53;49,74
0,560124;-0,90;49,65;-0,38;49,66
0,574603;-1,12;49,58;-0,45;49,59
0,579981;-0,98;49,28;-0,53;49,29
0,590011;-0,98;49,20;-0,45;49,21
0,601931;-1,05;49,35;-0,53;49,36
0,610231;-0,90;49,35;-0,53;49,36
0,620719;-0,83;49,35;-0,68;49,36
0,629750;-0,90;49,58;-0,53;49,59
0,640129;-0,90;49,28;-0,60;49,29
0,652917;-0,75;49,28;-0,75;49,29
0,660536;-0,90;49,35;-0,75;49,36
0,671551;-0,83;49,58;-0,75;49,59
0,681073;-0,75;49,35;-0,75;49,36
0,691019;-0,75;49,35;-0,90;49,36
0,702261;-0,75;49,35;-0,75;49,36
0,710300;-0,90;49,35;-0,98;49,37
0,725508;-0,83;49,65;-0,98;49,67
0,730066;-0,68;49,65;-0,75;49,66
0,741302;-0,60;49,73;-0,98;49,74
0,751098;-0,75;49,58;-1,20;49,60
0,759994;-0,60;49,58;-1,05;49,59
0,770232;-0,45;49,65;-0,98;49,66
0,780099;-0,30;49,80;-1,20;49,82
0,790442;0,00;49,73;-1,28;49,74
0,801321;0,15;49,65;-1,20;49,66
0,810198;0,15;49,80;-1,05;49,81
0,820907;0,00;49,88;-0,75;49,88
0,829792;-0,15;49,95;-0,45;49,95
0,839835;-0,15;49,95;-0,60;49,95
0,860565;-0,38;49,73;-0,23;49,73
0,861217;-0,53;49,65;0,00;49,65
0,876232;-0,83;49,50;0,08;49,51
0,879836;-0,98;49,58;0,08;49,58
0,889906;-1,05;49,43;-0,23;49,44
0,900985;-0,83;49,58;-0,15;49,58
0,910209;-0,68;49,58;-0,30;49,58
0,920150;-0,75;49,50;-0,38;49,51
0,930672;-0,83;49,65;-0,53;49,66
0,940281;-0,60;49,73;-0,53;49,73
0,951299;-0,45;49,80;-0,30;49,80
0,960512;-0,38;49,80;-0,30;49,80
0,970445;-0,45;49,88;-0,38;49,88
0,980750;-0,60;49,73;-0,38;49,73
0,990739;-0,53;49,73;-0,30;49,73
1,005786;-0,60;49,80;-0,15;49,80
1,010435;-0,38;49,65;-0,30;49,65
1,020553;-0,53;49,50;-0,38;49,50
1,030162;-0,53;49,50;-0,45;49,50
1,040555;-0,53;49,58;-0,53;49,58
1,050741;-0,23;49,43;-0,38;49,43
1,060194;-0,38;49,20;-0,45;49,20
1,070166;-0,15;49,20;-0,45;49,20
1,080581;-0,15;49,20;-0,45;49,20
1,090745;-0,38;49,28;-0,23;49,28
1,101699;-0,45;49,35;-0,15;49,35
1,110117;-0,23;49,43;-0,15;49,43
1,120829;-0,15;49,35;0,00;49,35
1,129965;-0,23;49,43;-0,23;49,43
1,140146;0,08;49,65;-0,15;49,65
1,150379;-0,15;49,35;-0,15;49,35
1,159710;-0,08;49,35;-0,23;49,35
1,170180;-0,08;49,65;-0,15;49,65
1,180328;0,08;49,65;-0,45;49,65
1,190046;0,15;49,35;-0,60;49,35
1,200126;-0,15;49,50;-0,53;49,50
1,209862;-0,38;49,28;-0,15;49,28
1,220207;-0,45;49,28;-0,30;49,28
1,230654;-0,45;49,35;-0,30;49,35
1,240772;-0,68;49,13;-0,45;49,13
1,249822;-0,30;49,13;-0,60;49,13
1,260140;-0,38;49,13;-0,23;49,13
1,270648;-0,45;49,35;-0,15;49,35
1,280632;-0,30;49,28;-0,23;49,28
1,292398;-0,08;49,50;-0,60;49,50
1,303394;-0,23;49,58;-0,60;49,58
1,310068;-0,45;49,65;-0,45;49,65
1,320300;-0,30;49,65;-0,45;49,65
1,331927;-0,68;49,50;-0,45;49,51
1,340091;-0,60;49,43;-0,60;49,43
1,351019;-0,68;49,35;-0,75;49,36
1,360029;-0,75;49,20;-0,68;49,21
1,370858;-0,68;49,13;-0,45;49,13
1,382152;-0,68;49,05;-0,53;49,06
1,390189;-0,45;49,13;-0,75;49,13
1,400331;-0,75;49,13;-0,38;49,13
1,410675;-0,60;49,13;-0,30;49,13
1,420690;-0,68;49,35;-0,45;49,36
1,430414;-0,75;49,35;-0,38;49,36
1,439979;-0,45;49,58;-0,30;49,58
1,450173;-0,60;49,65;-0,15;49,65
1,459741;-0,45;49,88;0,08;49,88
1,470541;-0,30;49,65;0,00;49,65
1,479890;-0,15;49,95;-0,23;49,95
1,490049;-0,08;49,88;-0,45;49,88
1,500579;-0,15;49,65;-0,23;49,65
1,509931;-0,08;49,35;-0,45;49,35
1,520498;-0,15;49,28;-0,38;49,28
1,531659;-0,15;49,35;-0,45;49,35
1,540042;-0,30;49,28;-0,60;49,28
1,550722;-0,23;49,50;-0,38;49,50
1,559814;0,00;49,28;-0,38;49,28
1,570797;-0,15;49,35;-0,08;49,35
1,583274;0,15;49,58;0,15;49,58
1,590017;-0,08;50,03;0,23;50,03
1,600202;-0,15;49,88;0,15;49,88
1,609919;-0,38;49,73;0,08;49,73
1,620735;-0,30;49,95;0,00;49,95
1,631217;-0,15;50,10;-0,15;50,10
1,639985;-0,23;50,18;-0,15;50,18
1,650363;-0,23;50,25;-0,45;50,25
1,661696;-0,15;50,03;-0,45;50,03
1,670740;-0,08;49,95;-0,45;49,95
1,680752;0,08;49,95;-0,45;49,95
