time;Bx;By;Bz;BT
0,002003;-0,15;41,48;0,23;41,48
0,007780;0,00;41,48;0,15;41,48
0,017772;-0,15;41,55;0,00;41,55
0,035220;-0,15;41,40;0,00;41,40
0,037710;0,00;41,33;0,08;41,33
0,047782;-0,08;41,33;0,30;41,33
0,057831;0,00;41,62;0,45;41,63
0,067939;0,08;41,62;0,68;41,63
0,079092;0,23;41,78;0,53;41,78
0,102108;0,15;41,85;0,53;41,85
0,102901;0,45;41,70;0,53;41,71
0,108044;0,53;41,93;0,75;41,93
0,117621;0,68;42,00;1,05;42,02
0,127804;0,68;41,93;0,75;41,94
0,137743;0,60;41,70;0,45;41,71
0,147741;0,60;41,85;0,30;41,86
0,157954;0,45;41,70;0,30;41,70
0,168687;0,45;41,55;0,23;41,55
0,179323;0,45;41,40;0,30;41,40
0,201460;0,15;41,25;0,15;41,25
0,202453;0,15;41,10;0,15;41,10
0,207608;0,15;41,18;0,15;41,18
0,218998;0,08;41,18;0,15;41,18
0,228050;0,00;41,10;0,15;41,10
0,238538;0,00;41,25;0,15;41,25
0,247780;-0,08;41,10;0,30;41,10
0,259516;-0,15;41,03;0,15;41,03
0,267840;0,00;41,25;0,15;41,25
0,278287;-0,08;41,33;0,08;41,33
0,299081;0,00;41,25;0,08;41,25
0,299793;0,15;41,25;0,15;41,25
0,307841;0,23;41,18;0,15;41,18
0,317947;0,23;41,25;0,15;41,25
0,327926;0,45;41,48;0,15;41,48
0,337862;0,60;41,70;0,08;41,70
0,347744;0,68;41,48;0,08;41,48
0,357848;0,68;41,55;0,00;41,56
0,369944;0,60;41,55;0,15;41,55
0,379599;0,38;41,48;0,23;41,48
0,387903;0,15;41,55;0,23;41,55
0,397710;0,15;41,18;0,23;41,18
0,408299;-0,08;41,33;0,38;41,33
0,422432;-0,15;41,25;0,60;41,25
0,427732;-0,08;41,18;0,60;41,18
0,437886;0,08;40,95;0,75;40,96
0,447806;0,15;41,10;0,68;41,11
0,457873;0,30;41,03;0,53;41,03
0,469373;0,30;41,03;0,45;41,03
