time;Bx;By;Bz;BT
0,001994;0,45;25,95;0,38;25,96
0,003080;0,45;25,95;0,30;25,96
0,013428;0,45;26,03;0,15;26,03
0,023450;0,45;26,03;0,15;26,03
0,033126;0,23;26,10;0,15;26,10
0,046299;0,30;26,18;0,00;26,18
0,065708;0,38;26,10;0,00;26,10
0,066362;0,08;25,95;0,23;25,95
0,074712;0,15;26,18;0,15;26,18
0,085864;0,15;26,03;0,23;26,03
0,094880;-0,15;26,03;0,38;26,03
0,103140;0,08;26,03;0,38;26,03
0,113420;-0,15;25,95;0,15;25,95
0,123230;-0,15;25,95;0,38;25,95
0,134620;-0,08;26,03;0,53;26,03
0,143329;0,08;25,95;0,23;25,95
0,165561;0,15;25,73;0,23;25,73
0,166145;0,00;25,80;0,00;25,80
0,173287;0,15;25,80;-0,15;25,80
0,183768;0,15;25,73;-0,15;25,73
0,193204;0,38;25,58;0,00;25,58
0,203435;0,45;25,73;0,38;25,73
0,213145;0,30;25,58;0,15;25,58
0,223444;0,30;25,43;0,30;25,43
0,234950;0,45;25,35;0,45;25,36
0,243316;0,38;25,43;0,45;25,43
0,253303;0,53;25,65;0,30;25,66
0,266616;0,75;25,65;0,30;25,66
0,281836;0,75;25,88;0,30;25,89
0,282882;0,53;25,95;-0,15;25,96
0,293264;0,75;26,03;0,23;26,04
0,303294;0,83;26,18;0,23;26,19
0,313054;0,75;26,25;0,08;26,26
0,323344;0,90;26,25;0,23;26,27
0,334940;0,75;26,03;0,38;26,04
0,343468;0,68;25,95;0,60;25,97
0,353434;0,45;25,95;0,30;25,96
0,362921;0,53;25,73;0,15;25,73
0,381147;0,45;25,88;-0,08;25,88
0,384257;0,45;25,95;0,00;25,95
0,393654;0,30;25,95;-0,08;25,95
0,404538;0,08;25,73;-0,08;25,73
0,413428;0,15;25,80;0,15;25,80
0,424324;-0,08;25,88;-0,15;25,88
0,433858;-0,15;25,95;0,15;25,95
0,443783;0,00;25,95;0,53;25,96
0,456076;-0,15;25,80;0,68;25,81
0,463295;-0,08;25,58;0,53;25,58
0,473590;-0,08;25,73;0,83;25,74
0,487449;0,00;25,95;0,68;25,96
0,494159;-0,23;25,95;0,45;25,95
0,503444;-0,23;25,95;0,45;25,95
0,513859;0,00;25,95;0,75;25,96
0,523941;-0,15;25,65;0,68;25,66
0,533782;-0,15;25,80;0,60;25,81
0,543434;0,08;25,95;0,60;25,96
0,553338;0,15;25,95;0,45;25,95
0,563735;0,30;25,95;0,45;25,96
0,573670;0,45;25,88;0,60;25,89
0,587572;0,68;25,73;0,75;25,74
0,596010;0,60;25,65;0,45;25,66
0,603404;0,75;25,80;0,45;25,81
0,613262;0,98;25,95;0,45;25,97
0,623575;0,90;26,03;0,68;26,05
0,633072;0,75;25,95;0,68;25,97
0,643327;0,83;25,95;0,75;25,97
0,653590;0,83;25,95;0,68;25,97
0,663691;0,60;26,03;0,75;26,04
0,673930;0,45;26,25;0,53;26,26
0,686060;0,45;26,25;0,38;26,26
0,693331;0,30;26,25;0,30;26,25
0,707923;0,23;26,10;0,15;26,10
0,713328;0,08;26,25;0,15;26,25
0,723844;0,15;26,25;0,23;26,25
0,734562;0,15;26,40;0,15;26,40
0,743490;0,23;26,48;0,00;26,48
0,755045;0,23;26,33;0,00;26,33
0,763928;0,30;26,25;0,15;26,25
0,777894;0,15;26,03;0,15;26,03
0,795125;0,15;26,18;-0,08;26,18
0,796557;0,38;26,03;-0,23;26,03
0,804874;0,45;26,10;-0,53;26,11
0,816339;0,23;26,03;-0,30;26,03
0,823302;0,15;25,88;-0,30;25,88
0,833303;0,45;25,95;-0,30;25,96
0,843290;0,15;26,03;-0,23;26,03
0,853349;0,23;25,80;-0,15;25,80
0,863429;0,38;25,43;0,00;25,43
0,873463;0,30;25,35;0,00;25,35
0,884498;-0,15;25,13;0,15;25,13
0,893240;0,08;25,05;0,00;25,05
0,903402;0,15;25,05;-0,08;25,05
0,913885;-0,15;25,05;-0,45;25,05
0,926367;0,15;25,13;-0,60;25,13
0,933457;0,08;25,50;-0,90;25,52
0,943585;-0,08;25,88;-0,98;25,89
0,953406;-0,08;25,95;-0,68;25,96
0,963352;0,15;25,95;-0,68;25,96
0,976171;-0,23;25,80;-0,68;25,81
0,988930;-0,15;25,95;-0,68;25,96
0,993413;-0,38;25,88;-0,45;25,88
1,003184;-0,30;25,65;-0,23;25,65
1,014596;-0,30;25,50;0,08;25,50
1,023315;-0,45;25,35;0,08;25,35
1,036551;-0,23;25,20;-0,15;25,20
1,043319;-0,23;25,35;-0,08;25,35
1,053771;0,15;25,43;-0,23;25,43
1,074360;0,15;25,35;-0,23;25,35
1,075131;0,38;25,43;-0,23;25,43
1,089555;0,38;25,65;-0,45;25,66
1,093114;0,38;25,88;-0,45;25,88
1,104085;0,45;25,88;-0,53;25,88
1,114512;0,15;25,88;-0,68;25,88
1,123802;0,15;25,73;-0,83;25,74
1,133149;0,00;25,88;-0,60;25,88
1,146492;-0,08;25,95;-0,45;25,95
1,153409;-0,08;25,88;-0,45;25,88
1,176330;-0,23;25,88;-0,38;25,88
1,176884;-0,23;25,65;-0,15;25,65
1,187245;-0,15;25,73;0,00;25,73
1,193094;0,08;25,73;0,15;25,73
1,203849;0,15;25,88;0,45;25,88
1,214894;0,15;25,80;0,30;25,80
1,223217;0,23;25,80;0,38;25,80
1,233216;0,23;25,88;0,53;25,88
1,243190;0,45;25,80;0,60;25,81
1,256350;0,45;25,95;0,53;25,96
1,272467;0,23;25,80;0,45;25,80
1,273483;0,15;25,95;0,53;25,96
1,285016;0,15;25,95;0,45;25,95
1,293283;0,15;25,80;0,45;25,80
1,303889;0,15;25,95;0,45;25,95
1,314132;0,15;25,95;0,38;25,95
1,323320;-0,15;25,95;0,08;25,95
1,333327;-0,15;25,95;-0,08;25,95
1,343311;-0,30;26,03;0,00;26,03
1,353420;-0,23;25,95;-0,15;25,95
1,369334;-0,08;26,18;0,15;26,18
1,373815;0,00;26,25;0,30;26,25
1,387062;-0,15;26,18;0,15;26,18
1,395014;-0,23;25,88;0,00;25,88
1,403460;-0,30;25,65;0,15;25,65
1,415158;-0,15;25,73;0,38;25,73
1,423065;-0,08;25,73;0,38;25,73
1,433684;-0,08;25,73;0,60;25,73
1,443294;-0,30;25,65;0,08;25,65
1,453783;-0,30;25,58;-0,23;25,58
1,473185;-0,23;25,58;-0,38;25,58
1,476369;-0,08;25,65;-0,15;25,65
1,487439;-0,08;25,58;-0,15;25,58
1,494349;-0,08;25,65;-0,23;25,65
1,503211;0,15;25,43;-0,08;25,43
1,513467;0,15;25,43;-0,30;25,43
1,523373;0,15;25,35;-0,08;25,35
1,533326;0,15;25,43;0,00;25,43
1,543311;0,15;25,65;0,15;25,65
1,553002;0,00;25,73;0,15;25,73
1,570309;0,08;25,88;0,15;25,88
1,574980;-0,08;25,80;0,15;25,80
1,586062;-0,30;26,03;0,08;26,03
1,592827;-0,45;25,95;0,23;25,95
1,603109;-0,23;26,03;0,30;26,03
1,613187;-0,08;26,10;0,60;26,11
1,623301;-0,15;25,73;1,05;25,75
1,633901;0,00;25,95;0,83;25,96
1,643541;0,30;26,10;0,98;26,12
1,653723;0,15;25,80;0,83;25,81
1,668988;0,45;25,88;0,75;25,89
1,673403;0,45;26,25;0,75;26,26
1,683179;0,30;26,18;0,53;26,18
1,696356;0,00;26,10;0,45;26,10
1,703405;-0,15;26,18;0,15;26,18
1,713593;-0,15;25,95;0,00;25,95
1,724480;-0,45;25,88;-0,23;25,88
1,733632;-0,38;25,95;-0,15;25,95
1,746041;-0,38;25,95;-0,23;25,95
1,753318;-0,38;25,73;-0,38;25,73
1,764020;-0,38;25,65;-0,45;25,66
1,773735;-0,15;25,73;-0,68;25,73
1,789423;0,08;25,80;-0,90;25,82
1,793195;-0,08;25,95;-0,68;25,96
1,806183;0,15;25,88;-0,45;25,88
1,813209;0,15;25,95;-0,68;25,96
1,823331;0,23;25,95;-0,45;25,95
1,833306;0,15;25,95;-0,30;25,95
1,845463;0,15;26,03;-0,30;26,03
1,853402;0,08;25,88;-0,15;25,88
1,863493;-0,15;25,88;0,00;25,88
1,872936;0,00;25,73;-0,15;25,73
1,886143;-0,08;25,73;-0,38;25,73
1,900225;-0,08;25,65;-0,23;25,65
1,903173;-0,23;25,65;-0,38;25,65
1,916245;-0,08;25,65;-0,60;25,66
1,923057;-0,08;25,58;-0,38;25,58
1,933260;-0,15;25,65;-0,15;25,65
1,943150;-0,08;25,65;0,15;25,65
1,953372;-0,15;25,65;0,23;25,65
1,965894;-0,30;25,73;0,45;25,73
1,973323;-0,38;25,88;0,38;25,88
1,983374;-0,38;25,88;0,15;25,88
1,994226;-0,45;25,73;0,23;25,73
2,003543;-0,23;25,95;0,15;25,95
2,013320;-0,15;26,10;0,15;26,10
2,027924;-0,15;25,95;0,00;25,95
2,033531;-0,15;25,95;-0,15;25,95
2,044492;-0,08;25,95;-0,23;25,95
2,054412;0,15;26,10;-0,08;26,10
2,063484;0,38;26,03;0,15;26,03
2,074266;0,38;25,95;0,00;25,95
2,088218;0,45;25,88;0,30;25,88
2,099032;0,30;25,58;0,15;25,58
2,103187;0,75;25,65;0,15;25,66
2,113361;0,68;25,73;0,15;25,73
2,123171;0,75;25,65;0,38;25,66
2,136205;0,45;25,28;0,38;25,28
2,144147;0,15;25,20;0,38;25,20
2,153277;0,38;25,35;0,30;25,35
2,163981;0,38;25,50;0,00;25,50
2,173299;0,23;25,73;-0,15;25,73
2,186233;-0,08;25,80;-0,08;25,80
2,201743;0,08;25,65;-0,15;25,65
2,203362;-0,23;25,65;-0,23;25,65
2,213176;-0,15;25,73;-0,45;25,73
2,223191;-0,15;25,73;-0,45;25,73
2,233810;-0,08;25,65;-0,30;25,65
2,246185;-0,45;25,50;-0,53;25,51
2,253467;-0,53;25,43;-0,53;25,44
2,265291;-0,38;25,35;-0,45;25,36
2,273473;-0,23;25,65;-0,45;25,65
2,283269;-0,15;25,50;-0,45;25,50
2,293577;-0,23;25,65;-0,15;25,65
2,303413;0,00;25,65;0,00;25,65
2,313491;-0,38;25,65;0,15;25,65
2,323063;-0,30;25,73;0,23;25,73
2,333393;0,00;25,58;0,15;25,58
2,343613;-0,23;25,65;-0,15;25,65
2,356680;-0,30;25,35;-0,30;25,35
2,363491;-0,23;25,35;-0,30;25,35
2,373190;-0,15;25,28;-0,45;25,28
2,384748;-0,15;25,35;-0,60;25,36
2,399746;0,08;25,58;-0,83;25,59
2,404311;0,15;25,73;-1,05;25,75
2,413515;0,00;25,88;-0,60;25,88
2,423939;0,08;25,80;-0,23;25,80
2,433828;0,15;26,10;-0,15;26,10
2,443576;0,38;26,18;0,15;26,18
2,453225;0,30;26,25;0,30;26,25
2,467048;0,15;26,10;0,38;26,10
2,473323;0,30;25,95;0,60;25,96
2,487021;0,38;25,65;0,90;25,67
2,500147;0,45;25,58;0,90;25,59
2,503103;0,53;25,50;0,75;25,52
2,513315;0,53;25,35;0,53;25,36
2,523312;0,45;25,28;0,38;25,28
2,533236;0,45;25,13;0,60;25,14
2,543323;0,45;25,05;0,53;25,06
2,553263;0,45;25,05;0,38;25,06
2,563003;0,45;25,05;0,53;25,06
2,578048;0,45;25,13;0,45;25,13
2,583571;0,45;25,05;0,60;25,06
2,593257;0,45;24,98;0,75;24,99
2,603027;0,68;25,20;0,53;25,21
2,613302;0,68;25,35;0,30;25,36
2,623202;0,90;25,65;0,45;25,67
2,633324;0,75;25,65;0,53;25,67
2,643215;0,60;25,65;0,30;25,66
2,653254;0,60;25,65;0,15;25,66
2,663860;0,45;25,80;0,15;25,80
2,680272;0,60;25,95;0,53;25,96
2,686902;0,23;25,80;0,38;25,80
2,698461;0,15;25,73;0,15;25,73
2,703837;0,08;25,43;-0,08;25,43
2,714661;0,00;25,65;0,00;25,65
2,725238;0,08;25,65;0,00;25,65
2,734202;-0,08;25,65;0,15;25,65
2,743378;0,00;25,73;0,00;25,73
2,753676;-0,30;25,73;-0,15;25,73
2,765031;-0,15;25,80;0,00;25,80
2,779204;0,00;25,65;0,45;25,65
2,783573;-0,15;25,65;0,45;25,65
2,796687;0,15;25,58;0,38;25,58
2,803235;0,15;25,65;0,45;25,65
2,813436;0,30;25,58;0,38;25,58
