time;Bx;By;Bz;BT
0,002163;-0,15;25,05;0,08;25,05
0,018196;-0,30;24,98;0,00;24,98
0,019088;-0,38;24,98;-0,15;24,98
0,038664;-0,38;25,13;-0,38;25,13
0,039455;-0,23;25,35;-0,23;25,35
0,047816;-0,60;25,13;-0,38;25,13
0,057652;-0,68;25,13;-0,45;25,14
0,067115;-0,75;24,90;-0,53;24,92
0,077126;-0,98;24,75;-0,75;24,78
0,087066;-0,83;25,05;-0,68;25,07
0,097819;-0,90;25,05;-0,45;25,07
0,107172;-1,05;25,05;-0,30;25,07
0,120288;-0,90;24,98;-0,30;24,99
0,127309;-0,68;25,28;0,00;25,28
0,136944;-0,60;25,35;0,23;25,36
0,152515;-0,45;25,50;0,15;25,50
0,158506;-0,30;25,65;0,23;25,65
0,167077;-0,30;25,58;0,23;25,58
0,178054;-0,30;25,80;0,38;25,80
0,187195;0,08;25,50;0,00;25,50
0,197340;0,00;25,58;-0,23;25,58
0,207339;0,08;25,43;-0,38;25,43
0,217587;0,15;25,58;-0,45;25,58
0,229018;0,30;25,35;-0,30;25,35
0,237044;0,15;25,35;-0,30;25,35
0,247354;0,23;25,20;-0,45;25,21
0,257092;0,38;24,75;-0,30;24,75
0,266828;0,23;24,90;-0,15;24,90
0,277088;0,30;24,90;-0,08;24,90
0,287619;0,23;24,83;-0,08;24,83
0,302816;0,23;24,75;-0,08;24,75
0,307161;0,23;24,90;0,00;24,90
0,317279;0,15;25,05;0,08;25,05
0,327143;0,15;25,05;0,15;25,05
0,339624;0,15;25,20;-0,08;25,20
0,347081;0,00;25,05;-0,23;25,05
0,357662;-0,15;25,13;-0,23;25,13
0,367730;0,08;25,28;-0,15;25,28
0,377103;-0,15;25,05;-0,08;25,05
0,389505;-0,23;24,98;-0,23;24,98
0,397250;0,00;24,83;-0,38;24,83
0,407190;0,08;24,68;-0,23;24,68
0,417287;0,15;24,68;-0,08;24,68
0,431137;0,30;24,68;0,00;24,68
0,443171;0,45;24,68;-0,15;24,68
0,450276;0,23;24,45;-0,45;24,46
0,457229;0,30;24,38;-0,45;24,38
0,466924;0,23;24,53;-0,38;24,53
0,477439;0,15;24,68;-0,45;24,68
0,488774;0,15;24,83;-0,75;24,84
0,497198;0,30;24,90;-0,75;24,91
0,508593;0,15;24,98;-0,75;24,99
0,518046;0,08;24,83;-0,45;24,83
0,528136;0,15;25,05;-0,38;25,05
0,538945;0,15;25,35;-0,08;25,35
0,547773;0,15;25,28;-0,23;25,28
0,559149;0,15;25,20;-0,38;25,20
0,567161;-0,15;25,05;-0,15;25,05
0,577854;-0,15;25,13;0,08;25,13
0,592271;-0,23;25,35;0,15;25,35
0,597010;-0,23;25,28;0,08;25,28
0,607370;-0,15;25,28;0,15;25,28
0,617371;-0,15;25,13;0,08;25,13
0,627296;-0,23;24,98;-0,15;24,98
0,637334;0,00;24,98;0,08;24,98
0,647415;0,15;24,90;0,08;24,90
0,657377;-0,08;24,90;-0,45;24,90
0,671365;-0,15;24,68;-0,45;24,68
0,677800;0,08;24,60;-0,45;24,60
0,688348;-0,08;24,38;-0,53;24,38
0,697090;-0,08;24,45;-0,38;24,45
0,707706;0,15;24,60;-0,08;24,60
0,717108;-0,15;24,60;0,00;24,60
0,731108;-0,45;24,68;0,08;24,68
0,743932;-0,30;24,75;0,15;24,75
0,746930;-0,15;24,75;0,15;24,75
0,757030;-0,38;24,83;0,08;24,83
0,767086;-0,53;25,20;0,00;25,21
0,780402;-0,53;25,20;-0,15;25,21
0,787342;-0,53;25,13;-0,30;25,13
0,797337;-0,38;25,20;-0,38;25,21
0,807478;-0,15;25,20;-0,38;25,20
0,821289;-0,15;25,05;-0,30;25,05
0,828405;-0,08;25,05;-0,45;25,05
0,838381;0,15;25,05;-0,38;25,05
0,847028;0,30;24,98;-0,38;24,98
0,858300;0,38;24,90;-0,45;24,91
0,867319;0,38;24,90;-0,45;24,91
0,877345;0,38;24,90;-0,38;24,91
0,889281;0,23;24,75;-0,45;24,76
0,897183;0,23;24,53;-0,45;24,53
0,907497;0,15;24,90;-0,38;24,90
0,917225;0,08;24,75;-0,23;24,75
0,927552;0,08;25,05;-0,23;25,05
0,937708;-0,23;25,05;-0,45;25,06
0,947105;-0,38;24,90;-0,45;24,91
0,957748;-0,30;24,83;-0,38;24,83
0,968198;-0,23;25,05;-0,38;25,05
0,977383;-0,15;25,35;-0,23;25,35
0,992025;0,08;25,05;-0,23;25,05
0,999584;0,00;25,05;-0,45;25,05
1,007534;-0,08;25,05;-0,08;25,05
1,017973;-0,15;25,05;0,15;25,05
1,028809;-0,15;25,05;0,15;25,05
1,037323;-0,38;24,98;0,23;24,98
1,047368;-0,45;25,13;0,08;25,13
1,057208;-0,60;25,05;0,08;25,06
1,070253;-0,60;25,13;0,15;25,13
1,077807;-0,68;25,05;0,08;25,06
1,087648;-0,68;24,83;-0,15;24,83
1,097824;-0,38;24,83;-0,30;24,83
1,110528;-0,23;25,05;0,00;25,05
1,128742;-0,15;25,20;0,00;25,20
1,129314;-0,15;25,05;0,15;25,05
1,139703;-0,15;25,05;0,08;25,05
1,148995;-0,38;24,75;0,00;24,75
1,157152;-0,23;24,98;0,15;24,98
1,169714;-0,15;25,05;0,15;25,05
1,177212;-0,23;25,13;0,23;25,13
1,187521;-0,38;25,13;0,15;25,13
1,197261;-0,08;25,05;0,00;25,05
1,207786;-0,08;25,13;0,00;25,13
1,219486;-0,15;25,35;0,00;25,35
1,227494;0,08;25,65;0,00;25,65
1,237728;-0,08;25,65;-0,08;25,65
1,248089;0,08;25,58;0,00;25,58
1,257032;0,00;25,35;0,15;25,35
1,272779;0,08;25,50;0,15;25,50
1,277335;-0,23;25,50;0,15;25,50
1,287451;-0,15;25,35;0,15;25,35
1,297167;-0,15;25,35;0,38;25,35
1,307435;-0,15;25,20;0,38;25,20
1,317926;-0,15;25,13;0,45;25,13
1,328918;-0,45;25,13;0,45;25,13
1,337189;-0,30;25,35;0,23;25,35
1,347369;-0,45;25,20;0,00;25,20
1,357876;-0,38;25,13;0,08;25,13
1,370041;-0,38;25,05;0,23;25,05
1,377440;-0,15;25,05;0,00;25,05
1,387398;-0,30;25,05;0,00;25,05
1,398008;-0,15;25,13;-0,15;25,13
1,411836;0,00;25,43;-0,45;25,43
1,423840;0,00;25,35;-0,45;25,35
1,426883;-0,08;25,35;-0,45;25,35
1,440334;-0,15;25,43;-0,60;25,43
1,447012;-0,15;25,58;-0,75;25,59
1,457343;-0,23;25,65;-0,75;25,66
1,467596;-0,38;25,73;-0,75;25,74
1,478924;-0,45;25,80;-0,75;25,81
1,487169;-0,38;25,65;-0,60;25,66
1,498124;-0,30;25,58;-0,45;25,58
1,507817;-0,15;25,50;-0,23;25,50
1,517330;0,15;25,35;-0,08;25,35
1,527387;0,15;25,28;-0,08;25,28
1,537315;0,15;25,13;0,15;25,13
1,555561;0,23;25,05;0,23;25,05
1,557034;0,45;24,83;0,30;24,83
1,568220;0,75;24,90;0,38;24,91
1,577409;0,98;25,05;0,53;25,07
1,587136;0,75;25,05;0,45;25,07
1,597088;0,45;25,13;0,30;25,13
1,607637;0,53;25,20;0,30;25,21
1,617340;0,45;25,13;0,15;25,13
1,627488;0,38;25,20;0,23;25,20
1,637148;0,15;25,35;0,00;25,35
1,647450;-0,08;25,13;0,00;25,13
1,659539;-0,15;25,13;-0,15;25,13
1,667554;0,00;25,05;-0,15;25,05
1,677318;0,15;25,13;-0,08;25,13
1,687184;0,00;25,13;-0,08;25,13
1,698047;0,00;24,98;-0,38;24,98
1,706905;0,00;25,05;-0,68;25,06
1,717296;0,08;25,05;-0,45;25,05
1,727133;0,00;25,20;-0,60;25,21
1,737288;-0,15;25,28;-0,60;25,28
1,747350;-0,15;25,35;-0,60;25,36
1,757702;-0,45;25,35;-0,60;25,36
1,770458;-0,45;25,43;-0,60;25,44
1,776992;-0,38;25,65;-0,23;25,65
1,787710;-0,38;25,58;-0,15;25,58
1,798110;-0,53;25,65;0,15;25,66
1,809081;-0,45;25,43;0,30;25,43
1,817402;-0,53;25,28;0,15;25,28
1,828927;-0,60;25,28;0,23;25,28
1,843007;-0,45;25,28;0,30;25,28
1,847766;-0,68;25,05;0,30;25,06
1,857714;-0,60;24,98;0,15;24,98
1,867341;-0,60;24,98;0,00;24,98
1,878996;-0,53;24,75;-0,38;24,76
1,887148;-0,68;24,90;-0,45;24,91
1,899827;-0,53;24,98;-0,23;24,98
1,907362;-0,38;24,90;-0,45;24,91
1,917340;-0,53;24,68;-0,53;24,69
1,926819;-0,15;24,60;-0,45;24,60
1,937273;-0,38;24,68;-0,38;24,68
1,947447;-0,15;24,75;-0,45;24,75
1,957252;-0,15;24,98;-0,53;24,98
1,969602;-0,15;24,98;-0,38;24,98
1,977861;-0,08;24,98;-0,45;24,98
1,989104;-0,30;24,90;-0,45;24,91
1,999320;-0,38;25,05;-0,53;25,06
2,007319;-0,23;25,28;-0,38;25,28
2,017566;-0,15;25,28;-0,23;25,28
2,027878;-0,23;24,98;-0,15;24,98
2,037293;-0,38;24,90;0,08;24,90
2,048633;-0,30;24,90;0,30;24,90
2,058235;-0,30;24,68;0,60;24,68
2,067050;-0,23;24,75;0,68;24,76
2,077224;-0,15;24,75;0,83;24,76
2,087160;-0,38;24,68;0,60;24,69
2,104679;-0,45;24,60;0,45;24,61
2,106925;-0,30;24,83;0,45;24,83
2,117356;0,00;24,75;0,68;24,76
2,127092;0,00;24,75;0,45;24,75
2,138771;-0,08;24,83;0,38;24,83
2,148575;-0,08;24,83;0,23;24,83
2,158203;0,00;24,98;-0,08;24,98
2,167041;0,23;25,05;0,15;25,05
2,177579;0,38;25,13;0,15;25,13
2,187818;0,08;25,28;0,23;25,28
2,198068;-0,15;25,50;0,23;25,50
2,209229;-0,23;25,50;0,08;25,50
2,217757;-0,15;25,50;0,38;25,50
2,227665;-0,08;25,65;0,38;25,65
