time;Bx;By;Bz;BT
0,002426;0,30;23,85;0,30;23,85
0,002892;0,15;23,78;0,23;23,78
0,012105;-0,15;23,62;0,08;23,63
0,021857;-0,15;23,70;0,08;23,70
0,032055;0,00;23,62;0,00;23,62
0,043020;-0,08;23,55;0,00;23,55
0,052501;-0,30;23,62;0,15;23,63
0,061842;-0,45;23,55;0,15;23,55
0,084304;-0,45;23,70;0,15;23,70
0,085069;-0,60;23,55;0,45;23,56
0,096470;-0,15;23,55;0,45;23,55
0,102088;-0,23;23,48;0,23;23,48
0,111602;-0,45;23,40;0,45;23,41
0,122105;-0,45;23,62;0,45;23,63
0,131691;-0,45;23,55;0,45;23,56
0,142130;-0,45;23,40;0,68;23,41
0,151736;-0,38;23,33;0,53;23,33
0,163218;-0,08;23,33;0,45;23,33
0,181480;0,00;23,33;0,68;23,33
0,182198;-0,15;23,40;0,60;23,41
0,192453;-0,23;23,40;0,23;23,40
0,202160;-0,30;23,25;0,45;23,26
0,213030;-0,15;23,25;0,08;23,25
0,222032;-0,15;23,55;-0,15;23,55
0,234285;-0,15;23,40;-0,15;23,40
0,242064;-0,23;23,55;-0,45;23,56
0,252435;-0,38;23,70;-0,45;23,71
0,261947;-0,15;23,85;-0,15;23,85
0,282858;0,08;24,00;-0,15;24,00
0,292354;0,08;24,15;-0,23;24,15
0,293167;0,15;24,15;0,00;24,15
0,302022;0,30;23,93;-0,08;23,93
0,311908;0,30;24,15;-0,08;24,15
0,321926;0,30;24,30;0,00;24,30
0,333634;0,15;24,08;-0,08;24,08
0,343604;-0,30;23,85;-0,30;23,85
0,352106;-0,38;23,85;0,00;23,85
0,362237;-0,15;23,85;-0,15;23,85
0,371792;-0,45;23,62;-0,15;23,63
0,386496;-0,38;23,62;-0,15;23,63
0,392299;-0,45;23,55;-0,30;23,56
0,405642;-0,75;23,48;-0,15;23,49
0,411985;-0,45;23,85;-0,15;23,85
0,422013;-0,15;23,93;-0,30;23,93
0,432517;-0,30;23,85;-0,45;23,86
0,441958;-0,45;23,85;-0,45;23,86
0,452006;-0,30;23,85;-0,45;23,86
0,462088;-0,53;23,85;-0,53;23,86
0,473816;-0,30;24,08;-0,38;24,08
0,486862;-0,08;23,78;-0,60;23,78
0,493342;0,00;23,62;-0,38;23,63
0,502025;-0,08;23,62;-0,15;23,63
0,511797;0,00;23,62;-0,15;23,63
0,521985;0,23;23,70;-0,15;23,70
0,532134;0,00;23,78;-0,15;23,78
0,543116;0,15;23,85;-0,15;23,85
0,552439;-0,15;23,70;-0,15;23,70
0,562777;-0,23;23,93;-0,15;23,93
0,572282;-0,45;23,85;-0,30;23,86
0,586191;-0,45;23,93;-0,30;23,93
0,591791;-0,45;23,93;-0,30;23,93
0,603941;-0,75;23,85;-0,38;23,86
0,612456;-0,75;23,78;-0,38;23,79
0,622390;-0,75;23,78;-0,30;23,79
0,632402;-0,68;23,85;-0,30;23,86
0,641909;-0,38;23,85;-0,15;23,85
0,652384;-0,23;23,93;0,00;23,93
0,670353;-0,15;23,85;0,08;23,85
0,671856;0,15;23,85;0,15;23,85
0,682055;0,15;23,93;0,23;23,93
0,691911;0,60;23,93;0,15;23,93
0,701889;0,68;23,85;0,15;23,86
0,713600;0,75;23,85;0,15;23,86
0,722135;0,53;23,70;0,00;23,71
0,731964;0,45;23,70;-0,23;23,71
0,741963;0,45;23,78;-0,60;23,79
0,752061;0,23;23,70;-0,60;23,71
0,767263;0,23;23,55;-0,68;23,56
0,772033;0,08;23,55;-0,45;23,55
0,781805;-0,08;23,40;-0,38;23,40
0,791788;0,00;23,55;-0,23;23,55
0,802128;0,00;23,62;-0,15;23,63
0,813626;0,00;23,55;0,15;23,55
0,822514;-0,23;23,55;0,30;23,55
0,832228;-0,30;23,55;0,23;23,55
0,842136;-0,23;23,85;0,45;23,86
