time;Bx;By;Bz;BT
0,001177;-0,08;24,45;0,00;24,45
0,011125;-0,08;24,15;0,08;24,15
0,034626;0,00;24,15;0,00;24,15
0,035364;0,15;24,38;-0,15;24,38
0,041227;0,00;24,45;-0,60;24,46
0,049795;0,15;24,75;-0,45;24,75
0,060119;0,00;24,75;0,00;24,75
0,071138;-0,15;24,68;-0,15;24,68
0,080250;-0,23;24,68;-0,15;24,68
0,091323;-0,68;24,60;-0,15;24,61
0,100048;-0,75;24,60;-0,08;24,61
0,110614;-0,98;24,60;-0,23;24,62
0,119541;-1,05;24,68;0,15;24,70
0,138497;-0,83;24,60;0,23;24,61
0,140928;-0,68;24,75;0,15;24,76
0,150870;-0,45;25,05;0,15;25,05
0,160117;-0,45;24,90;0,15;24,90
0,169938;-0,15;25,28;0,15;25,28
0,180115;-0,08;25,20;0,15;25,20
0,190970;0,08;25,20;0,45;25,20
0,199756;0,15;25,05;0,38;25,05
0,209988;0,15;25,05;0,45;25,05
0,220153;0,15;24,83;0,45;24,83
0,230081;0,08;24,60;0,45;24,60
0,244104;-0,08;24,75;0,45;24,75
0,249542;0,00;24,75;0,38;24,75
0,260125;-0,15;24,75;0,00;24,75
0,269971;-0,23;24,75;0,08;24,75
0,287424;-0,23;24,98;0,00;24,98
0,290016;-0,23;24,98;-0,08;24,98
0,300205;-0,30;25,13;-0,23;25,13
0,310024;-0,38;25,20;-0,38;25,21
0,320853;-0,30;24,98;-0,45;24,98
0,332751;-0,23;25,05;-0,23;25,05
0,340095;-0,30;24,98;-0,15;24,98
0,353445;-0,23;24,75;-0,15;24,75
0,359908;-0,15;24,90;-0,08;24,90
0,369957;-0,38;24,75;0,00;24,75
0,379979;-0,45;24,75;0,15;24,75
0,390484;-0,53;24,60;0,60;24,61
0,401081;-0,60;24,75;0,53;24,76
0,410246;-0,75;24,45;0,53;24,47
0,420939;-0,60;24,53;0,45;24,54
0,433714;-0,60;24,60;0,30;24,61
0,444938;-0,60;24,68;0,38;24,69
0,449970;-0,53;24,68;0,38;24,68
