time;Bx;By;Bz;BT
0,004011;-0,15;25,65;-0,23;25,65
0,013191;0,08;25,58;-0,15;25,58
0,022952;0,30;25,58;0,00;25,58
0,032554;0,38;25,58;0,30;25,58
0,043294;0,30;25,50;0,38;25,50
0,057658;0,30;25,43;0,45;25,43
0,063104;0,23;25,65;0,30;25,65
0,072506;0,15;25,65;0,68;25,66
0,082669;0,08;25,73;0,53;25,73
0,094768;0,08;26,03;0,15;26,03
0,102654;0,08;26,03;0,08;26,03
0,114265;0,08;26,18;-0,15;26,18
0,123635;0,00;26,25;0,00;26,25
0,146216;-0,08;26,18;-0,15;26,18
0,146833;-0,08;26,18;-0,23;26,18
0,156816;-0,38;25,95;-0,38;25,96
0,163229;-0,15;25,73;-0,38;25,73
0,172556;-0,30;25,73;-0,45;25,73
0,182632;-0,38;25,88;-0,53;25,88
0,194821;-0,45;25,88;-0,15;25,88
0,202897;-0,23;26,03;-0,38;26,03
0,212847;0,00;25,88;-0,38;25,88
0,225136;0,00;25,80;-0,38;25,80
0,239066;0,15;25,88;-0,45;25,88
0,244154;0,30;25,95;-0,30;25,95
0,252786;0,45;25,80;-0,08;25,80
0,262655;0,53;25,65;0,00;25,66
0,272334;0,68;25,65;-0,23;25,66
0,282578;0,60;25,58;-0,30;25,58
0,294632;0,45;25,73;-0,08;25,73
0,303373;0,45;25,58;0,15;25,58
0,312688;0,23;25,65;0,00;25,65
0,322358;0,08;25,88;0,15;25,88
0,340840;-0,15;25,95;0,08;25,95
0,342863;-0,38;25,95;-0,15;25,95
0,352487;-0,53;26,03;0,00;26,03
0,362514;-0,45;26,10;-0,15;26,10
0,372525;-0,45;26,10;-0,15;26,10
0,382646;-0,38;26,48;-0,15;26,48
0,393566;-0,23;26,33;-0,08;26,33
0,402907;-0,15;25,95;-0,08;25,95
0,412732;-0,23;25,95;0,00;25,95
0,422565;-0,08;25,88;-0,08;25,88
0,432685;0,08;25,58;0,00;25,58
0,444975;-0,15;25,58;0,38;25,58
0,454569;-0,30;25,58;0,38;25,58
0,463039;-0,23;25,43;0,15;25,43
0,473607;-0,30;25,43;0,30;25,43
0,482662;-0,08;25,65;0,38;25,65
0,494119;-0,15;25,65;0,45;25,65
0,502594;-0,15;25,95;0,75;25,96
0,512712;-0,15;26,03;0,60;26,03
0,523474;0,00;26,03;0,53;26,03
0,532623;0,00;26,03;0,45;26,03
0,543332;0,08;26,03;0,60;26,03
0,555337;0,15;26,03;0,38;26,03
0,562586;0,00;25,95;0,15;25,95
0,572541;0,00;26,10;-0,08;26,10
0,582706;-0,08;25,95;-0,38;25,95
0,593136;-0,15;26,03;-0,23;26,03
0,603151;-0,30;25,95;-0,38;25,95
0,613276;-0,15;25,95;-0,23;25,95
0,622744;-0,15;25,80;-0,23;25,80
0,636663;0,15;25,95;-0,08;25,95
0,650897;0,15;25,95;0,00;25,95
0,652378;0,23;25,88;0,15;25,88
0,663776;0,15;25,88;0,38;25,88
0,672760;0,45;25,73;0,45;25,73
0,682736;0,45;25,73;0,53;25,73
0,694923;0,45;25,95;0,30;25,96
0,702471;0,45;26,10;-0,08;26,10
0,712890;0,38;25,95;0,00;25,95
0,722600;0,15;26,10;0,00;26,10
0,734404;0,08;26,18;-0,23;26,18
0,751307;-0,08;26,25;-0,15;26,25
0,752714;-0,15;26,10;-0,45;26,10
0,762441;0,08;26,10;-0,45;26,10
0,775163;0,15;25,95;-0,30;25,95
0,783518;0,15;26,03;-0,15;26,03
0,794023;-0,15;25,95;-0,38;25,95
0,803584;-0,08;25,88;-0,23;25,88
0,813306;-0,23;25,73;-0,38;25,73
0,823618;0,15;25,88;-0,45;25,88
0,837465;-0,08;25,95;-0,23;25,95
0,844131;-0,45;26,10;-0,23;26,10
0,852291;-0,68;26,18;-0,45;26,19
0,862568;-0,68;25,95;-0,53;25,96
0,872520;-0,30;26,18;-0,45;26,18
0,884892;-0,23;26,10;-0,23;26,10
0,893351;0,00;26,18;-0,23;26,18
0,902830;-0,08;25,95;-0,38;25,95
0,912714;0,15;25,95;-0,15;25,95
0,922943;0,68;25,95;-0,23;25,96
0,936210;1,05;25,95;-0,15;25,97
0,947947;0,83;26,03;0,08;26,04
0,952333;0,75;25,88;-0,08;25,89
0,962688;0,60;25,88;-0,15;25,88
0,972639;0,53;25,95;0,15;25,96
0,982494;0,38;26,10;0,15;26,10
0,993764;0,30;26,18;0,08;26,18
1,002495;0,00;26,18;0,15;26,18
1,012762;-0,30;26,03;0,15;26,03
1,034966;-0,15;25,95;0,08;25,95
1,035668;-0,30;26,03;0,08;26,03
1,048674;-0,23;26,03;-0,08;26,03
1,052675;-0,15;25,95;-0,23;25,95
1,062630;-0,30;25,73;-0,15;25,73
1,072770;-0,45;25,65;0,00;25,65
1,082499;-0,53;25,50;-0,15;25,51
1,092772;-0,75;25,65;0,08;25,66
1,105586;-0,83;25,50;0,08;25,51
1,113800;-0,75;25,35;0,08;25,36
1,133731;-0,68;25,43;0,30;25,44
1,134367;-0,75;25,35;0,23;25,36
1,147536;-0,53;25,35;0,08;25,36
1,153269;-0,45;25,50;-0,15;25,50
1,162470;-0,23;25,65;-0,23;25,65
1,174213;0,08;25,58;-0,45;25,58
1,182627;0,08;25,58;-0,45;25,58
1,192614;0,15;25,80;-0,45;25,80
1,202513;0,00;25,65;-0,75;25,66
1,215095;0,45;25,95;-0,45;25,96
1,233518;0,45;25,95;-0,68;25,96
1,234609;0,53;25,95;-0,53;25,96
1,249438;0,23;25,80;-0,68;25,81
1,252380;0,08;25,65;-0,68;25,66
1,262360;0,15;25,80;-0,45;25,80
1,274020;0,15;25,65;-0,45;25,65
1,282532;0,15;25,65;-0,23;25,65
