time;Bx;By;Bz;BT
0,002126;-0,23;24,60;-0,23;24,60
0,004295;-0,45;24,53;-0,15;24,53
0,020194;-0,53;24,53;-0,15;24,53
0,024512;-0,60;24,45;-0,15;24,46
0,034547;-0,68;24,30;-0,15;24,31
0,044580;-0,60;24,15;0,00;24,16
0,054731;-0,45;23,85;0,15;23,85
0,065842;-0,68;24,08;-0,08;24,08
0,086076;-0,60;24,15;-0,15;24,16
0,087010;-0,60;24,15;-0,15;24,16
0,094500;-0,53;24,00;-0,15;24,01
0,104798;-0,53;24,00;-0,38;24,01
0,114865;-0,45;24,08;-0,38;24,08
0,124757;-0,45;24,15;-0,15;24,15
0,135698;-0,68;24,23;-0,30;24,24
0,144968;-0,60;24,23;-0,15;24,23
0,169432;-0,68;24,15;-0,15;24,16
0,170344;-0,53;24,23;-0,38;24,23
0,177349;-0,38;24,45;-0,45;24,46
0,184666;-0,15;24,30;-0,15;24,30
0,194603;-0,30;24,45;-0,23;24,45
0,205265;-0,15;24,53;-0,23;24,53
0,214748;0,08;24,75;-0,15;24,75
0,224579;0,00;24,75;-0,23;24,75
0,234621;0,08;24,75;-0,23;24,75
0,244664;0,08;24,60;-0,08;24,60
0,269988;-0,08;24,53;0,00;24,53
0,271080;-0,30;24,75;0,08;24,75
0,274207;-0,23;24,45;0,15;24,45
0,286000;-0,23;24,15;0,00;24,15
0,294735;-0,53;24,00;-0,30;24,01
0,306204;-0,60;23,70;-0,45;23,71
0,319577;-0,53;23,62;-0,38;23,63
0,325076;-0,75;23,85;-0,45;23,87
0,334509;-0,83;24,00;-0,45;24,02
0,344540;-0,68;23,85;-0,45;23,86
0,369604;-0,53;23,85;-0,53;23,86
0,370715;-0,68;24,15;-0,45;24,16
0,374538;-0,38;24,30;-0,30;24,30
0,384388;-0,38;24,38;-0,15;24,38
0,395930;-0,38;24,53;-0,23;24,53
0,406831;-0,38;24,45;-0,38;24,46
0,414787;-0,38;24,38;-0,15;24,38
0,424626;-0,45;24,45;-0,15;24,45
0,434395;-0,60;24,83;-0,15;24,83
0,444874;-0,45;24,83;-0,38;24,83
0,460233;-0,45;24,75;-0,30;24,76
0,466331;-0,45;24,83;-0,38;24,83
0,475564;-0,68;24,68;-0,53;24,69
0,485281;-0,45;24,45;-0,38;24,46
0,494810;-0,38;24,60;-0,38;24,61
0,507389;-0,15;24,53;-0,23;24,53
0,514515;-0,15;24,23;-0,15;24,23
0,524746;-0,38;24,23;-0,15;24,23
0,534551;-0,30;24,30;-0,15;24,30
0,544921;-0,23;24,23;-0,15;24,23
0,567204;-0,08;24,15;0,08;24,15
0,567902;-0,30;24,15;0,23;24,15
0,578431;-0,30;24,08;0,15;24,08
