time;Bx;By;Bz;BT
0,001742;-0,23;22,80;-0,15;22,80
0,008161;-0,23;22,73;-0,30;22,73
0,017044;-0,45;22,73;-0,38;22,73
0,031534;-0,38;22,65;-0,15;22,65
0,037339;-0,23;22,88;-0,45;22,88
0,047009;-0,15;23,25;-0,38;23,25
0,057074;-0,15;23,10;-0,53;23,11
0,066590;-0,08;22,88;-0,60;22,88
0,076936;-0,08;22,95;-0,30;22,95
0,100904;-0,08;23,03;-0,38;23,03
0,102704;-0,08;23,10;-0,15;23,10
0,106937;-0,15;23,18;-0,15;23,18
0,116704;-0,23;22,95;0,08;22,95
0,126948;-0,23;22,80;0,08;22,80
0,137572;-0,30;22,65;0,15;22,65
0,146785;-0,38;22,88;-0,15;22,88
0,157034;-0,38;22,65;-0,30;22,66
0,166594;-0,45;22,58;-0,23;22,58
0,183132;-0,53;22,35;-0,45;22,36
0,186636;-0,60;22,35;-0,53;22,36
0,200646;-0,45;22,35;-0,68;22,36
0,206801;-0,30;22,28;-0,60;22,29
0,216879;-0,23;22,43;-0,75;22,44
0,226745;0,08;22,35;-0,45;22,35
0,237088;-0,08;22,58;-0,30;22,58
0,246793;0,15;22,50;-0,45;22,50
0,256973;0,15;22,65;-0,45;22,65
0,266689;0,45;22,88;-0,60;22,89
0,284139;0,23;22,65;-0,68;22,66
0,287587;0,23;22,88;-0,68;22,89
0,296951;0,23;22,95;-0,23;22,95
0,310620;0,00;22,73;-0,38;22,73
0,317016;0,00;22,80;-0,38;22,80
0,327122;-0,15;22,65;-0,38;22,65
0,338408;-0,15;22,65;-0,53;22,66
0,348109;-0,38;22,65;-0,38;22,66
0,357837;-0,45;22,73;-0,30;22,73
0,366728;-0,53;22,65;-0,38;22,66
0,382807;-0,60;22,50;-0,53;22,51
0,386883;-0,45;22,73;-0,53;22,74
0,396716;-0,30;22,43;-0,53;22,43
0,406856;-0,23;22,50;-0,53;22,51
0,420349;-0,38;22,35;-0,45;22,36
0,426707;-0,30;22,05;-0,38;22,06
0,436907;-0,30;21,90;-0,53;21,91
0,446858;-0,23;21,83;-0,38;21,83
0,457587;-0,23;21,98;-0,38;21,98
0,467375;-0,23;21,83;-0,38;21,83
0,477493;-0,30;22,28;-0,60;22,29
0,490250;-0,15;22,43;-0,45;22,43
0,496986;-0,08;22,50;-0,30;22,50
0,506810;-0,08;22,73;-0,30;22,73
0,516956;0,15;23,03;-0,15;23,03
0,530621;0,15;23,18;-0,15;23,18
0,536861;-0,15;23,03;-0,15;23,03
0,546767;-0,15;22,95;-0,15;22,95
0,557501;-0,30;22,95;0,00;22,95
0,567544;-0,30;22,80;-0,15;22,80
0,576981;-0,45;22,73;-0,38;22,73
0,587938;-0,45;22,50;-0,45;22,51
0,596690;-0,68;22,43;-0,23;22,44
0,606847;-0,45;22,50;-0,15;22,50
0,617100;-0,08;22,65;-0,15;22,65
0,626985;-0,15;22,73;-0,15;22,73
0,640517;0,00;22,73;-0,08;22,73
0,646907;-0,08;22,73;0,00;22,73
0,657597;0,15;22,95;0,38;22,95
0,673295;0,30;23,33;0,38;23,33
0,677478;0,45;23,25;0,15;23,25
0,691077;0,08;22,95;-0,15;22,95
0,696964;-0,08;22,88;0,00;22,88
0,707006;-0,08;22,88;-0,15;22,88
0,716879;0,08;22,88;0,00;22,88
0,726970;-0,08;22,95;-0,15;22,95
0,736961;-0,23;22,65;-0,38;22,65
0,752433;-0,38;22,50;-0,38;22,51
0,758681;-0,38;22,65;-0,15;22,65
0,768167;-0,15;22,88;0,00;22,88
0,777320;-0,30;22,73;-0,15;22,73
0,787099;-0,15;22,73;0,08;22,73
0,797405;-0,23;22,65;0,08;22,65
0,809976;-0,08;22,73;0,30;22,73
0,821641;0,08;22,65;0,30;22,65
0,826826;0,00;22,50;0,30;22,50
0,836962;0,00;22,35;0,15;22,35
0,846725;-0,15;22,50;0,23;22,50
0,860318;-0,08;22,43;0,23;22,43
0,874062;-0,38;22,28;0,15;22,28
0,876466;-0,38;22,05;0,00;22,05
0,886602;-0,45;22,05;-0,15;22,06
0,896817;-0,38;22,28;-0,15;22,28
0,906876;-0,38;22,50;-0,15;22,50
0,920221;-0,45;22,50;0,08;22,50
0,926875;-0,38;22,43;0,00;22,43
0,936866;-0,30;22,65;-0,15;22,65
0,947351;-0,30;22,80;0,00;22,80
0,956980;-0,60;22,80;0,08;22,81
0,976138;-0,60;22,80;0,23;22,81
0,977069;-0,75;22,65;0,30;22,66
0,988665;-0,83;22,65;0,30;22,67
0,998359;-0,83;22,73;0,15;22,74
1,006891;-0,83;22,65;0,38;22,67
1,018119;-0,68;22,73;0,38;22,74
1,026910;-0,45;22,73;0,30;22,73
1,037088;-0,30;22,73;0,45;22,73
1,046933;-0,30;22,73;0,15;22,73
1,057152;0,00;22,95;0,00;22,95
1,073316;0,15;22,95;-0,08;22,95
1,080979;0,15;22,95;-0,38;22,95
1,091892;0,15;23,03;-0,45;23,03
1,097147;0,08;22,88;-0,38;22,88
1,106887;0,08;22,88;-0,38;22,88
1,116721;0,23;22,80;-0,53;22,81
1,126888;0,08;22,88;-0,38;22,88
1,137303;-0,08;22,88;-0,15;22,88
1,146795;0,08;22,80;-0,15;22,80
1,157006;0,15;22,88;-0,08;22,88
1,167152;0,15;22,95;-0,15;22,95
1,177088;0,00;22,95;0,00;22,95
1,190828;0,08;22,95;0,00;22,95
1,197699;0,00;22,95;0,15;22,95
1,206765;0,23;22,95;0,15;22,95
1,216696;0,00;22,73;0,23;22,73
1,226852;-0,15;22,80;0,30;22,80
1,237075;-0,08;22,73;0,45;22,73
1,247285;-0,15;22,73;0,45;22,73
1,257278;0,00;22,58;0,30;22,58
1,267711;-0,15;22,73;0,30;22,73
1,276946;-0,08;22,88;-0,15;22,88
1,287085;-0,15;22,88;-0,30;22,88
1,304726;-0,15;22,88;-0,53;22,88
1,306700;0,08;22,73;-0,53;22,73
1,318960;-0,23;22,73;-0,60;22,73
1,328556;-0,23;22,65;-0,38;22,65
1,337080;-0,38;22,88;-0,15;22,88
1,349394;-0,38;22,80;-0,38;22,81
1,357090;-0,53;22,58;-0,08;22,58
1,367343;-0,45;22,50;0,23;22,51
1,376874;-0,45;22,50;0,30;22,51
1,391436;-0,53;22,50;0,38;22,51
1,404322;-0,45;22,35;0,23;22,36
1,410239;-0,60;22,20;0,15;22,21
1,417030;-0,53;22,28;-0,30;22,28
1,426752;-0,45;22,20;-0,15;22,21
1,436918;-0,45;22,58;-0,08;22,58
1,447234;-0,45;22,50;-0,15;22,50
1,457156;-0,30;22,58;-0,08;22,58
1,467180;-0,15;22,80;-0,15;22,80
1,476658;0,15;22,73;0,08;22,73
1,491105;0,15;23,10;-0,08;23,10
1,503962;0,00;23,03;-0,23;23,03
1,506819;-0,15;22,95;-0,15;22,95
1,520529;-0,08;22,73;-0,23;22,73
1,526984;-0,38;22,73;-0,38;22,73
1,536977;-0,45;22,58;-0,53;22,59
1,546919;-0,45;22,50;-0,45;22,51
1,557386;-0,38;22,65;-0,38;22,66
1,567843;-0,23;22,58;-0,15;22,58
1,576628;-0,23;22,73;0,08;22,73
1,590206;-0,08;22,73;0,00;22,73
1,597432;0,00;22,95;0,08;22,95
1,607202;0,23;22,95;0,23;22,95
1,616779;0,38;23,03;0,23;23,03
1,631725;0,30;22,88;0,15;22,88
1,636937;0,15;22,88;0,15;22,88
1,647430;0,00;22,80;-0,23;22,80
1,658580;0,30;22,80;-0,15;22,80
1,667298;0,45;22,73;-0,15;22,73
1,677738;0,53;22,80;-0,08;22,81
1,690367;0,53;23,03;-0,30;23,03
1,707406;0,60;23,03;-0,23;23,03
1,708034;0,60;22,95;-0,08;22,96
1,717076;0,38;22,95;0,00;22,95
1,726759;0,30;22,80;0,23;22,80
1,740702;0,15;22,88;0,45;22,88
1,747730;-0,30;22,80;0,23;22,80
1,756961;-0,30;22,80;0,30;22,80
1,766931;-0,38;22,65;0,68;22,66
1,777013;-0,38;22,65;0,83;22,67
1,787343;-0,60;22,88;0,75;22,90
1,800168;-0,38;22,88;0,30;22,88
1,806719;-0,08;22,95;0,15;22,95
1,817008;0,15;23,03;0,08;23,03
1,826485;0,23;22,95;0,23;22,95
1,836952;0,38;23,03;0,15;23,03
1,850583;0,23;23,03;-0,08;23,03
1,856987;0,08;22,88;-0,23;22,88
1,866970;0,45;22,88;-0,23;22,88
1,876681;0,23;22,88;0,08;22,88
1,888383;0,15;22,88;0,30;22,88
1,901913;-0,08;22,80;0,23;22,80
1,906562;0,00;23,10;0,30;23,10
1,917051;-0,15;23,03;0,15;23,03
1,926776;0,08;23,03;0,08;23,03
1,936660;0,30;22,95;0,15;22,95
1,947074;-0,08;23,03;0,00;23,03
1,960491;0,23;23,03;-0,15;23,03
1,966991;0,15;22,95;-0,38;22,95
1,977403;0,15;22,88;-0,45;22,88
1,989416;0,08;22,80;-0,75;22,81
2,002812;0,15;22,73;-0,60;22,73
2,007607;0,00;22,95;-0,23;22,95
2,016864;-0,45;23,25;-0,15;23,25
2,027332;-0,45;23,33;0,15;23,33
2,037265;-0,75;23,48;0,15;23,49
2,046751;-0,60;23,48;0,23;23,48
2,056869;-0,75;23,40;0,38;23,42
2,070600;-0,68;23,33;0,45;23,34
2,076509;-0,83;23,48;0,30;23,49
2,087309;-0,75;23,25;0,08;23,26
2,100876;-0,75;22,95;-0,23;22,96
2,106541;-0,60;22,65;-0,08;22,66
2,116643;-0,53;22,35;0,08;22,36
2,126943;-0,75;22,35;-0,08;22,36
2,136994;-0,75;22,35;0,08;22,36
2,146773;-0,53;22,35;0,08;22,36
2,156933;-0,45;22,43;-0,08;22,43
2,166871;-0,30;22,50;0,00;22,50
2,187228;-0,23;22,73;-0,15;22,73
2,187987;-0,23;22,88;-0,60;22,88
2,202736;-0,30;23,10;-0,75;23,11
2,206561;-0,15;23,18;-0,60;23,18
2,216655;0,15;23,25;-0,75;23,26
2,227024;0,15;23,25;-0,75;23,26
2,236839;0,00;23,03;-0,83;23,04
2,247113;-0,45;22,95;-0,90;22,97
2,257013;-0,38;22,95;-0,75;22,97
2,267357;-0,38;22,95;-0,38;22,96
2,277368;-0,30;22,88;-0,38;22,88
2,290543;-0,23;22,65;-0,38;22,65
2,300383;-0,30;22,65;-0,15;22,65
2,306753;-0,38;22,73;0,15;22,73
2,318058;-0,45;22,65;0,30;22,66
2,328393;-0,30;22,73;0,30;22,73
2,337948;-0,30;22,65;0,45;22,66
2,346863;-0,38;22,35;0,30;22,36
2,357399;-0,08;22,35;0,45;22,35
2,367355;-0,45;22,20;0,15;22,21
2,377190;-0,53;22,12;0,15;22,13
2,387129;-0,38;22,12;-0,23;22,13
2,400379;-0,08;22,05;-0,30;22,05
2,406661;-0,08;22,05;-0,38;22,05
2,417080;-0,08;22,28;-0,53;22,28
2,428153;0,08;22,50;-0,45;22,50
2,436991;0,00;22,65;-0,53;22,66
2,447120;0,30;22,88;-0,45;22,88
2,456884;0,38;22,73;-0,68;22,74
2,467009;0,30;22,73;-0,45;22,73
2,484433;0,08;22,95;-0,53;22,96
2,487314;0,23;22,80;-0,45;22,81
2,499680;0,38;22,80;-0,15;22,80
2,511398;0,38;22,58;-0,23;22,58
2,516642;0,23;22,58;-0,38;22,58
2,527517;0,15;22,65;-0,60;22,66
2,537083;0,00;22,65;-0,60;22,66
2,546913;-0,30;22,65;-0,45;22,66
2,557030;-0,15;22,43;-0,45;22,43
2,567123;-0,30;22,43;-0,45;22,43
2,585381;-0,30;22,50;-0,75;22,51
2,586785;-0,45;22,65;-0,75;22,67
2,599470;-0,53;22,65;-0,68;22,67
2,606788;-0,75;22,58;-0,45;22,59
2,620700;-0,53;22,65;-0,38;22,66
2,627340;-0,15;22,58;-0,60;22,58
2,637035;-0,08;22,95;-0,45;22,95
2,648787;-0,08;23,10;-0,53;23,11
2,657132;-0,08;22,95;-0,45;22,95
2,668070;-0,15;22,95;-0,53;22,96
2,682481;-0,15;22,80;-0,45;22,80
2,687650;0,15;22,73;-0,60;22,73
2,698498;0,08;22,95;-0,45;22,95
2,706941;-0,08;22,95;-0,45;22,95
2,717022;-0,38;22,95;-0,38;22,96
2,730590;-0,45;23,10;-0,30;23,11
2,736891;-0,68;23,18;-0,30;23,19
2,747315;-0,68;23,18;-0,30;23,19
2,757295;-0,45;23,25;-0,15;23,25
2,767218;-0,60;23,25;-0,15;23,26
2,785318;-0,45;23,10;-0,30;23,11
2,786705;-0,68;23,03;-0,45;23,04
2,801635;-0,38;23,03;-0,53;23,03
2,807172;-0,30;22,95;-0,53;22,96
2,817038;-0,15;22,95;-0,60;22,96
2,826899;0,00;22,80;-0,53;22,81
2,840684;-0,15;22,65;-0,45;22,65
2,847065;-0,15;22,65;-0,15;22,65
